Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
LTTS,1,1,0,61042,61.04,1283.050048828125,3919.550048828125
LUMAXIND,3,2,1,148819,148.82,"164.0500030517578, 88.0, 354.8500061035156","117.1500015258789, 295.3999938964844, 1363.8499755859375"
LUMAXTECH,3,3,0,218058,218.06,"4.079999923706055, 20.81999969482422, 57.790000915527344","14.960000038146973, 74.66999816894531, 174.80999755859375"
LUPIN,1,0,1,-10081,-10.08,1739.8499755859375,1161.0
LUXIND,2,1,1,54236,54.24,"1373.25, 1152.0999755859375","944.9500122070312, 3577.550048828125"
LXCHEM,0,0,0,0,0.0,,
LYKALABS,3,1,2,66909,66.91,"38.20000076293945, 11.850000381469727, 60.04999923706055","22.399999618530273, 46.25, 38.79999923706055"
LYPSAGEMS,1,0,1,-11867,-11.87,4.550000190734863,2.5999999046325684
M&M,4,2,2,109285,109.29,"188.0, 144.66250610351562, 95.9124984741211, 354.92498779296875","122.13749694824219, 93.625, 313.67498779296875, 1093.1500244140625"
M&MFIN,4,2,2,105741,105.74,"31.679874420166016, 30.91165542602539, 86.53434753417969, 273.9065246582031","22.503929138183594, 96.1126937866211, 260.6456298828125, 185.83575439453125"
MAANALU,4,2,2,117507,117.51,"4.896874904632568, 1.0437500476837158, 11.649999618530273, 6.543749809265137","3.0, 3.875, 8.568750381469727, 20.1875"
MACPOWER,2,1,1,49294,49.29,"150.0, 60.343135833740234","98.03921508789062, 181.6999969482422"
MADHAV,3,1,2,54340,54.34,"14.5, 47.95000076293945, 30.5","50.349998474121094, 35.650001525878906, 18.799999237060547"
MADHUCON,7,2,5,72169,72.17,"43.25, 39.0, 107.5, 14.149999618530273, 34.349998474121094, 7.949999809265137, 6.349999904632568","29.5, 117.5, 80.5999984741211, 45.849998474121094, 18.950000762939453, 4.099999904632568, 4.349999904632568"
MADRASFERT,4,2,2,122774,122.77,"12.850000381469727, 8.300000190734863, 21.299999237060547, 14.899999618530273","9.199999809265137, 27.899999618530273, 15.350000381469727, 49.45000076293945"
MAGADSUGAR,0,0,0,0,0.0,,
MAGNUM,6,2,4,171703,171.7,"14.875499725341797, 6.48419189453125, 3.7665529251098633, 2.3838939666748047, 3.7665529251098633, 4.291008949279785","9.678610801696777, 4.2433319091796875, 2.4315719604492188, 13.492841720581055, 2.7176389694213867, 13.063740730285645"
MAHABANK,5,3,2,168584,168.58,"26.350000381469727, 23.100000381469727, 39.599998474121094, 27.799999237060547, 11.0","80.6500015258789, 70.75, 28.700000762939453, 19.850000381469727, 33.650001525878906"
MAHAPEXLTD,1,0,1,-9050,-9.05,119.94999694824219,81.8499984741211
MAHASTEEL,1,0,1,-9707,-9.71,84.80000305175781,60.45000076293945
MAHEPC,0,0,0,0,0.0,,
MAHESHWARI,1,0,1,-9169,-9.17,79.80000305175781,56.75
MAHLIFE,3,2,1,131857,131.86,"52.221107482910156, 129.1666717529297, 70.66666412353516","169.78443908691406, 64.13333129882812, 254.21665954589844"
MAHLOG,0,0,0,0,0.0,,
MAHSCOOTER,4,3,1,175934,175.93,"79.30000305175781, 400.6499938964844, 2778.5, 2504.550048828125","240.0, 1311.9000244140625, 2050.449951171875, 7613.14990234375"
MAHSEAMLES,3,1,2,31609,31.61,"167.3000030517578, 71.2750015258789, 193.625","82.92500305175781, 214.0749969482422, 96.80000305175781"
MAITHANALL,2,1,1,63508,63.51,"34.0, 483.0","113.1500015258789, 351.79998779296875"
MALLCOM,0,0,0,0,0.0,,
MALUPAPER,3,1,2,78923,78.92,"16.350000381469727, 10.550000190734863, 7.0","12.050000190734863, 7.900000095367432, 28.450000762939453"
MANAKALUCO,1,0,1,-10168,-10.17,5.900000095367432,3.8499999046325684
MANAKCOAT,2,1,1,75433,75.43,"6.949999809265137, 16.850000381469727","5.099999904632568, 63.20000076293945"
MANAKSIA,4,2,2,142394,142.39,"33.0, 52.400001525878906, 62.25, 35.099998474121094","128.14999389648438, 38.70000076293945, 46.0, 112.0"
MANAKSTEEL,3,1,2,53245,53.24,"8.699999809265137, 24.850000381469727, 21.549999237060547","29.049999237060547, 17.850000381469727, 15.149999618530273"
MANALIPETC,3,0,3,-40278,-40.28,"10.229999542236328, 11.050000190734863, 20.299999237060547","6.449999809265137, 8.0, 10.100000381469727"
MANAPPURAM,2,1,1,73253,73.25,"31.399999618530273, 18.600000381469727","21.600000381469727, 68.94999694824219"
MANGALAM,4,1,3,71737,71.74,"16.600000381469727, 6.449999809265137, 6.300000190734863, 32.5","12.25, 4.099999904632568, 4.599999904632568, 146.85000610351562"
MANGCHEFER,3,1,2,44130,44.13,"13.75, 40.54999923706055, 33.54999923706055","42.04999923706055, 29.899999618530273, 24.299999237060547"
MANGLMCEM,3,1,2,44411,44.41,"269.1000061035156, 219.60000610351562, 168.14999389648438","194.8000030517578, 150.0, 509.79998779296875"
MANINDS,4,1,3,55543,55.54,"159.14999389648438, 32.04999923706055, 69.05000305175781, 65.9000015258789","113.94999694824219, 124.0999984741211, 47.5, 40.45000076293945"
MANINFRA,4,1,3,35876,35.88,"18.373332977294922, 14.75333309173584, 17.799999237060547, 91.25","13.546666145324707, 45.266666412353516, 11.033332824707031, 68.19999694824219"
MANKIND,0,0,0,0,0.0,,
MANOMAY,0,0,0,0,0.0,,
MANORAMA,0,0,0,0,0.0,,
MANORG,1,0,1,-8051,-8.05,473.79998779296875,340.3999938964844
MANUGRAPH,1,0,1,-11164,-11.16,37.04999923706055,23.25
MANYAVAR,1,0,1,-7412,-7.41,1272.1500244140625,926.5
MAPMYINDIA,0,0,0,0,0.0,,
MARALOVER,2,1,1,55522,55.52,"6.199999809265137, 27.75","19.200000762939453, 16.899999618530273"
MARATHON,1,1,0,84608,84.61,52.20000076293945,201.39999389648438
MARICO,1,1,0,60991,60.99,27.519453048706055,83.2271499633789
MARINE,3,2,1,133674,133.67,"18.510000228881836, 39.79999923706055, 33.04999923706055","65.80000305175781, 27.799999237060547, 101.5999984741211"
MARKSANS,5,2,3,91374,91.37,"22.454999923706055, 5.454999923706055, 6.150000095367432, 37.79999923706055, 53.79999923706055","11.720000267028809, 16.5, 4.25, 27.850000381469727, 166.35000610351562"
MARSHALL,2,1,1,81183,81.18,"19.625730514526367, 7.1524882316589355","13.86884880065918, 26.82183074951172"
MARUTI,3,2,1,114050,114.05,"1423.75, 1186.699951171875, 3794.64990234375","972.1500244140625, 3647.35009765625, 12600.349609375"
MASFIN,0,0,0,0,0.0,,
MASKINVEST,3,0,3,-33226,-33.23,"42.20000076293945, 33.099998474121094, 44.900001525878906","30.200000762939453, 23.549999237060547, 33.599998474121094"
MASTEK,6,2,4,93636,93.64,"331.1000061035156, 140.0, 201.5, 143.25, 386.70001220703125, 265.3999938964844","212.5, 98.30000305175781, 137.35000610351562, 479.6499938964844, 189.75, 864.2999877929688"
MATRIMONY,1,0,1,-9373,-9.37,663.75,484.8500061035156
MAWANASUG,6,2,4,120436,120.44,"33.900001525878906, 14.75, 7.0, 56.849998474121094, 42.849998474121094, 29.600000381469727","24.149999618530273, 10.449999809265137, 25.5, 42.400001525878906, 29.049999237060547, 100.3499984741211"
MAXESTATES,0,0,0,0,0.0,,
MAXHEALTH,0,0,0,0,0.0,,
MAXIND,0,0,0,0,0.0,,
MAYURUNIQ,1,0,1,-9490,-9.49,230.39999389648438,149.89999389648438
MAZDA,1,1,0,64049,64.05,308.0,976.75
MAZDOCK,0,0,0,0,0.0,,
MBAPL,2,1,1,81523,81.52,"16.625, 13.5","10.75, 51.6875"
MBECL,6,1,5,22693,22.69,"38.75, 236.0500030517578, 109.25, 52.75, 5.099999904632568, 4.449999809265137","118.44999694824219, 176.3000030517578, 77.8499984741211, 37.75, 3.6500000953674316, 3.25"
MBLINFRA,6,2,4,169815,169.82,"72.0, 34.5, 227.75, 135.1999969482422, 26.799999237060547, 4.650000095367432","49.875, 127.75, 162.85000610351562, 77.4000015258789, 19.399999618530273, 23.149999618530273"
MCDOWELL-N,3,0,3,-27828,-27.83,"271.7699890136719, 156.2899932861328, 552.77001953125","177.1300048828125, 112.73999786376953, 383.69000244140625"
MCL,1,0,1,-16873,-16.87,93.0,41.04999923706055
MCLEODRUSS,5,2,3,171078,171.08,"70.69999694824219, 64.5, 222.10000610351562, 185.4499969482422, 4.25","46.400001525878906, 218.4499969482422, 166.0500030517578, 132.5500030517578, 23.25"
MCX,1,1,0,71694,71.69,499.75,1686.4000244140625
MEDANTA,0,0,0,0,0.0,,
MEDICAMEQ,0,0,0,0,0.0,,
MEDICO,0,0,0,0,0.0,,
MEDPLUS,0,0,0,0,0.0,,
MEGASOFT,4,1,3,33994,33.99,"16.47063636779785, 9.375593185424805, 11.994002342224121, 6.630486965179443","9.291129112243652, 6.546021938323975, 8.65764331817627, 20.5"
MEGASTAR,0,0,0,0,0.0,,
MELSTAR,7,2,5,61928,61.93,"9.600000381469727, 3.450000047683716, 2.6500000953674316, 6.0, 3.799999952316284, 1.75, 2.75","7.099999904632568, 1.899999976158142, 8.050000190734863, 3.799999952316284, 2.200000047683716, 5.25, 1.899999976158142"
MENONBE,2,1,1,72384,72.38,"89.3499984741211, 37.900001525878906","65.25, 140.75"
MEP,3,0,3,-31612,-31.61,"45.54999923706055, 19.149999618530273, 18.450000762939453","31.0, 12.649999618530273, 10.850000381469727"
METROBRAND,0,0,0,0,0.0,,
METROPOLIS,0,0,0,0,0.0,,
MFSL,2,2,0,133818,133.82,"139.5500030517578, 365.20001220703125","474.54998779296875, 1122.0999755859375"
MGEL,1,0,1,-8379,-8.38,26.299999237060547,18.549999237060547
MGL,0,0,0,0,0.0,,
MHLXMIRU,0,0,0,0,0.0,,
MHRIL,1,1,0,61798,61.8,111.26667022705078,338.5
MICEL,6,2,4,233590,233.59,"525.5999755859375, 93.5999984741211, 12.600000381469727, 2.799999952316284, 3.4000000953674316, 13.649999618530273","379.20001220703125, 55.79999923706055, 9.399999618530273, 2.0, 22.700000762939453, 47.75"
