Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
EMIL,0,0,0,0,0.0,,
EMKAY,5,2,3,94834,94.83,"39.0, 15.550000190734863, 143.5500030517578, 68.30000305175781, 46.70000076293945","28.049999237060547, 50.150001525878906, 98.5, 25.75, 142.0500030517578"
EMMBI,1,1,0,70819,70.82,12.199999809265137,39.150001525878906
EMSLIMITED,0,0,0,0,0.0,,
EMUDHRA,0,0,0,0,0.0,,
ENDURANCE,2,1,1,50075,50.07,"1203.5, 726.0499877929688","601.0999755859375, 2218.800048828125"
ENERGYDEV,5,2,3,152730,152.73,"148.25, 16.399999618530273, 34.29999923706055, 6.650000095367432, 10.399999618530273","87.80000305175781, 69.30000305175781, 23.700000762939453, 4.300000190734863, 38.400001525878906"
ENGINERSIN,4,2,2,111372,111.37,"40.775001525878906, 115.3499984741211, 86.69999694824219, 75.4000015258789","129.1666717529297, 77.32499694824219, 60.04999923706055, 233.85000610351562"
ENIL,2,1,1,54601,54.6,"147.0500030517578, 742.25","446.1499938964844, 549.5499877929688"
EPIGRAL,0,0,0,0,0.0,,
EPL,4,2,2,114936,114.94,"37.95000076293945, 9.024999618530273, 7.875, 16.575000762939453","25.850000381469727, 6.050000190734863, 24.625, 54.099998474121094"
EQUIPPP,7,2,5,231661,231.66,"818.0, 426.0, 16.0, 13.0, 11.0, 12.850000381469727, 47.099998474121094","588.0, 275.0, 12.0, 42.0, 8.0, 96.25, 27.649999618530273"
EQUITASBNK,0,0,0,0,0.0,,
ERIS,0,0,0,0,0.0,,
EROSMEDIA,4,1,3,41043,41.04,"150.3000030517578, 184.75, 93.69999694824219, 15.899999618530273","527.2999877929688, 117.94999694824219, 66.44999694824219, 8.5"
ESABINDIA,2,1,1,51799,51.8,"365.75, 309.1000061035156","267.54998779296875, 1027.050048828125"
ESAFSFB,0,0,0,0,0.0,,
ESCORTS,7,2,5,88007,88.01,"118.8499984741211, 81.3499984741211, 141.64999389648438, 85.25, 69.5, 704.7000122070312, 580.3499755859375","85.0999984741211, 60.0, 98.55000305175781, 63.5, 219.89999389648438, 469.95001220703125, 1846.300048828125"
ESSARSHPNG,3,1,2,52603,52.6,"18.399999618530273, 10.300000190734863, 10.050000190734863","12.350000381469727, 7.5, 32.0"
ESSENTIA,2,1,1,53636,53.64,"0.26766300201416016, 0.08922100067138672","0.1865530014038086, 0.2757740020751953"
ESTER,2,0,2,-15865,-15.86,"41.70000076293945, 34.95000076293945","29.950000762939453, 25.149999618530273"
ETHOSLTD,0,0,0,0,0.0,,
EUROTEXIND,5,2,3,110278,110.28,"11.050000190734863, 12.699999809265137, 25.200000762939453, 13.449999809265137, 9.449999809265137","36.900001525878906, 38.400001525878906, 14.75, 10.0, 6.900000095367432"
EVEREADY,6,2,4,105253,105.25,"98.5999984741211, 71.30000305175781, 17.799999237060547, 243.4499969482422, 80.6500015258789, 65.6500015258789","65.0999984741211, 51.349998474121094, 63.29999923706055, 176.64999389648438, 45.29999923706055, 211.85000610351562"
EVERESTIND,5,2,3,111105,111.11,"129.39999389648438, 65.19999694824219, 156.25, 227.5, 203.0500030517578","88.0, 230.75, 108.1500015258789, 132.35000610351562, 649.7000122070312"
EXCEL,4,2,2,118712,118.71,"1.3077770471572876, 0.37777701020240784, 0.07000000029802322, 0.550000011920929","0.9233329892158508, 1.2355550527572632, 0.24333299696445465, 0.4000000059604645"
EXCELINDUS,1,0,1,-7407,-7.41,944.2000122070312,688.75
EXIDEIND,3,2,1,143683,143.68,"51.79999923706055, 143.4499969482422, 121.1500015258789","163.64999389648438, 105.05000305175781, 472.3999938964844"
EXPLEOSOL,4,2,2,134303,134.3,"45.5, 449.45001220703125, 318.0, 272.04998779296875","139.5500030517578, 314.29998779296875, 143.5500030517578, 1140.3499755859375"
EXXARO,1,0,1,-7700,-7.7,114.8499984741211,84.0
FACT,2,1,1,49986,49.99,"33.45000076293945, 41.20000076293945","22.100000381469727, 124.55000305175781"
FAIRCHEMOR,0,0,0,0,0.0,,
FAZE3Q,0,0,0,0,0.0,,
FCL,1,0,1,-8408,-8.41,54.04999923706055,39.400001525878906
FCONSUMER,5,0,5,-49803,-49.8,"52.849998474121094, 45.75, 27.649999618530273, 16.600000381469727, 1.149999976158142","39.0, 28.149999618530273, 12.300000190734863, 11.199999809265137, 0.8500000238418579"
FCSSOFT,5,1,4,19178,19.18,"4.932499885559082, 3.7049999237060547, 1.247499942779541, 0.44999998807907104, 3.200000047683716","3.5899999141693115, 1.4500000476837158, 4.784999847412109, 0.25, 2.299999952316284"
FDC,2,1,1,55421,55.42,"42.54999923706055, 33.5","31.200000762939453, 103.94999694824219"
FEDERALBNK,2,2,0,131653,131.65,"14.982560157775879, 41.04999923706055","47.20000076293945, 131.5"
FEDFINA,0,0,0,0,0.0,,
FELDVR,6,0,6,-76184,-76.18,"156.2117156982422, 134.49693298339844, 79.85650634765625, 57.649559020996094, 22.100000381469727, 18.100000381469727","111.065185546875, 87.53242492675781, 51.609161376953125, 16.600000381469727, 9.449999809265137, 12.0"
FIBERWEB,0,0,0,0,0.0,,
FIEMIND,4,1,3,34063,34.06,"508.875, 254.6750030517578, 192.47500610351562, 177.8000030517578","366.45001220703125, 181.60000610351562, 126.55000305175781, 551.25"
FILATEX,1,1,0,83417,83.42,1.3450000286102295,5.014999866485596
FINCABLES,3,2,1,120614,120.61,"83.19999694824219, 23.950000762939453, 255.60000610351562","53.400001525878906, 75.4000015258789, 812.5999755859375"
FINEORG,0,0,0,0,0.0,,
FINOPB,0,0,0,0,0.0,,
FINPIPE,4,3,1,183811,183.81,"6.340000152587891, 10.670000076293945, 126.33000183105469, 99.61000061035156","19.799999237060547, 32.540000915527344, 92.76000213623047, 311.54998779296875"
FIVESTAR,0,0,0,0,0.0,,
FLAIR,0,0,0,0,0.0,,
FLEXITUFF,4,0,4,-34776,-34.78,"109.1500015258789, 53.099998474121094, 7.800000190734863, 5.75","78.3499984741211, 37.0, 5.599999904632568, 3.950000047683716"
FLFL,5,1,4,25908,25.91,"80.8499984741211, 94.25, 76.5999984741211, 9.75, 5.599999904632568","278.04998779296875, 48.900001525878906, 50.099998474121094, 7.25, 2.799999952316284"
FLUOROCHEM,1,1,0,66864,66.86,356.8999938964844,1161.550048828125
FMGOETZE,3,0,3,-34134,-34.13,"180.0, 59.349998474121094, 405.75","102.6500015258789, 35.79999923706055, 258.45001220703125"
FMNL,4,0,4,-37917,-37.92,"13.300000190734863, 28.0, 16.950000762939453, 9.399999618530273","9.5, 16.0, 11.949999809265137, 6.75"
FOCUS,2,1,1,53525,53.52,"9.640000343322754, 3.799999952316284","6.5, 12.229999542236328"
FOODSIN,0,0,0,0,0.0,,
FORTIS,1,1,0,62195,62.2,74.75,227.64999389648438
FOSECOIND,2,1,1,49330,49.33,"248.5, 1539.050048828125","760.0, 901.8499755859375"
FSC,4,0,4,-39727,-39.73,"639.3499755859375, 175.25, 96.5999984741211, 11.649999618530273","467.8999938964844, 104.80000305175781, 65.5, 8.25"
FSL,5,1,4,21978,21.98,"43.20000076293945, 15.449999809265137, 12.649999618530273, 9.300000190734863, 43.849998474121094","28.649999618530273, 11.300000190734863, 9.0, 28.149999618530273, 27.450000762939453"
FUSION,0,0,0,0,0.0,,
GABRIEL,4,2,2,132135,132.13,"4.125, 26.649999618530273, 23.700000762939453, 86.55000305175781","12.675000190734863, 19.725000381469727, 16.450000762939453, 316.6499938964844"
GAEL,3,2,1,117853,117.85,"4.550000190734863, 11.800000190734863, 40.92499923706055","14.612500190734863, 35.4375, 26.1875"
GAIL,1,1,0,64959,64.96,66.01878356933594,209.10000610351562
GALAXYSURF,0,0,0,0,0.0,,
GALLANTT,2,0,2,-18868,-18.87,"42.900001525878906, 29.100000381469727","30.25, 19.5"
GANDHAR,0,0,0,0,0.0,,
GANDHITUBE,2,2,0,130540,130.54,"41.54999923706055, 146.10000610351562","124.94999694824219, 486.25"
GANECOS,1,1,0,68064,68.06,140.5,457.8999938964844
GANESHBE,0,0,0,0,0.0,,
GANESHHOUC,4,1,3,25077,25.08,"94.63333129882812, 41.93333435058594, 76.03333282470703, 36.599998474121094","68.16666412353516, 126.43333435058594, 47.849998474121094, 17.75"
GANGAFORGE,1,1,0,68794,68.79,1.2450000047683716,4.300000190734863
GANGESSECU,1,1,0,62929,62.93,32.79999923706055,100.5
GARFIBRES,1,1,0,66119,66.12,40.25,127.9000015258789
GATECH,0,0,0,0,0.0,,
GATECHDVR,0,0,0,0,0.0,,
GATEWAY,0,0,0,0,0.0,,
GAYAHWS,2,1,1,51818,51.82,"0.550000011920929, 0.3499999940395355","0.4000000059604645, 1.100000023841858"
GEECEE,4,2,2,110557,110.56,"27.799999237060547, 143.3000030517578, 86.5, 69.4000015258789","95.30000305175781, 85.4000015258789, 44.150001525878906, 208.75"
GEEKAYWIRE,1,1,0,69197,69.2,7.199999809265137,23.809999465942383
GENCON,1,0,1,-9077,-9.08,51.70000076293945,37.79999923706055
GENESYS,3,0,3,-28539,-28.54,"10.050000190734863, 106.25, 43.70000076293945","7.099999904632568, 69.0, 28.75"
GENSOL,0,0,0,0,0.0,,
GENUSPAPER,2,1,1,55430,55.43,"7.0, 6.199999809265137","5.0, 20.899999618530273"
GENUSPOWER,4,2,2,105285,105.28,"9.774999618530273, 42.04999923706055, 23.350000381469727, 23.850000381469727","30.350000381469727, 28.799999237060547, 13.949999809265137, 72.3499984741211"
GEOJITFSL,4,0,4,-40200,-40.2,"35.400001525878906, 26.399999618530273, 41.5, 28.049999237060547","22.75, 19.350000381469727, 24.899999618530273, 18.200000762939453"
GEPIL,4,1,3,28703,28.7,"273.3999938964844, 615.5999755859375, 352.29998779296875, 177.0","831.9000244140625, 382.79998779296875, 204.9499969482422, 130.25"
GESHIP,1,1,0,67686,67.69,205.35000610351562,663.6500244140625
GET&D,4,1,3,41829,41.83,"195.1999969482422, 292.6499938964844, 190.10000610351562, 126.75","138.6999969482422, 154.8000030517578, 120.5, 442.6499938964844"
GFLLIMITED,5,2,3,2761584,2761.58,"24.48626136779785, 6.097341060638428, 15.266986846923828, 36.39971160888672, 84.0108871459961","17.115095138549805, 560.0, 46.1318244934082, 26.492713928222656, 62.0"
GHCL,5,2,3,103165,103.17,"150.60000610351562, 85.80000305175781, 29.450000762939453, 245.3000030517578, 137.3000030517578","101.75, 55.099998474121094, 91.5, 171.1999969482422, 445.45001220703125"
GHCLTEXTIL,0,0,0,0,0.0,,
GICHSGFIN,5,2,3,94183,94.18,"52.20000076293945, 36.20000076293945, 116.5999984741211, 213.64999389648438, 81.9000015258789","35.599998474121094, 108.94999694824219, 75.80000305175781, 142.8000030517578, 256.20001220703125"
GICRE,1,0,1,-7630,-7.63,219.89999389648438,163.6999969482422
GILLANDERS,2,1,1,59415,59.42,"58.0, 30.399999618530273","41.45000076293945, 98.1500015258789"
GILLETTE,1,1,0,61666,61.67,820.5999755859375,2519.60009765625
GINNIFILA,6,2,4,124045,124.04,"18.850000381469727, 11.25, 4.5, 6.550000190734863, 25.899999618530273, 12.899999618530273","14.100000381469727, 8.300000190734863, 14.300000190734863, 4.650000095367432, 19.0, 48.900001525878906"
GIPCL,2,1,1,55374,55.37,"60.349998474121094, 50.04999923706055","42.099998474121094, 155.0"
GKWLIMITED,3,2,1,165515,165.52,"442.0, 344.5, 574.5","317.0, 1148.1500244140625, 2458.39990234375"
GLAND,1,0,1,-9588,-9.59,1358.800048828125,924.0499877929688
GLAXO,1,0,1,-8840,-8.84,605.1749877929688,408.9750061035156
GLENMARK,3,1,2,49147,49.15,"156.89999389648438, 697.0499877929688, 337.29998779296875","528.5499877929688, 443.3500061035156, 205.85000610351562"
GLFL,5,0,5,-41412,-41.41,"9.75, 3.3499999046325684, 3.299999952316284, 1.5499999523162842, 1.75","6.800000190734863, 2.5, 2.450000047683716, 1.149999976158142, 1.0"
GLOBAL,2,1,1,64061,64.06,"18.292682647705078, 11.896341323852539","10.067072868347168, 44.125"
GLOBALVECT,4,2,2,153682,153.68,"187.35000610351562, 10.449999809265137, 69.0999984741211, 50.099998474121094","113.30000305175781, 39.0, 45.5, 220.5"
GLOBE,2,0,2,-16990,-16.99,"3.4000000953674316, 5.75","2.5, 4.099999904632568"
GLOBUSSPR,5,1,4,95664,95.66,"99.25, 76.75, 184.1999969482422, 131.8000030517578, 127.9000015258789","74.19999694824219, 42.849998474121094, 127.75, 84.44999694824219, 678.0999755859375"
GLS,0,0,0,0,0.0,,
GMBREW,3,1,2,45505,45.5,"20.82815933227539, 536.47998046875, 341.4800109863281","65.02400207519531, 315.32000732421875, 247.27999877929688"
GMDCLTD,7,3,4,194466,194.47,"34.349998474121094, 10.708999633789062, 52.5, 103.4000015258789, 87.05000305175781, 65.4000015258789, 39.95000076293945","7.301000118255615, 50.53099822998047, 160.10000610351562, 74.9000015258789, 62.0, 31.549999237060547, 132.64999389648438"
GMMPFAUDLR,0,0,0,0,0.0,,
GMRINFRA,4,1,3,28569,28.57,"45.56473922729492, 25.898096084594727, 19.18050193786621, 11.351698875427246","22.406715393066406, 18.20821762084961, 13.288695335388184, 34.55060577392578"
GMRP&UI,0,0,0,0,0.0,,
GNA,1,0,1,-12774,-12.77,124.875,70.55000305175781
GNFC,1,1,0,96247,96.25,67.19999694824219,280.79998779296875
GOACARBON,4,1,3,68062,68.06,"95.0, 59.599998474121094, 810.25, 282.20001220703125","48.0, 258.75, 555.0999755859375, 208.89999389648438"
GOCLCORP,4,3,1,184133,184.13,"32.724239349365234, 175.39999389648438, 311.6000061035156, 174.0","99.69999694824219, 546.25, 127.0, 608.4000244140625"
GOCOLORS,0,0,0,0,0.0,,
GODFRYPHLP,5,2,3,97977,97.98,"304.1400146484375, 184.0, 629.25, 1188.449951171875, 797.2000122070312","220.0, 567.4000244140625, 421.5, 873.1500244140625, 2459.949951171875"
GODHA,4,1,3,52437,52.44,"1.29783296585083, 0.5329999923706055, 1.399999976158142, 0.949999988079071","0.9100000262260437, 1.772333025932312, 1.0, 0.6499999761581421"
GODREJAGRO,0,0,0,0,0.0,,
GODREJCP,1,0,1,-7881,-7.88,810.6500244140625,598.75
GODREJIND,4,2,2,113526,113.53,"73.49120330810547, 599.5999755859375, 437.0, 318.6499938964844","253.24740600585938, 420.04998779296875, 283.1499938964844, 960.5999755859375"
GODREJPROP,3,2,1,131496,131.5,"213.85000610351562, 663.2000122070312, 1507.5999755859375","679.2999877929688, 2311.89990234375, 1100.4000244140625"
GOKEX,6,2,4,89232,89.23,"242.60000610351562, 100.75, 66.25, 36.20000076293945, 65.3499984741211, 40.150001525878906","179.10000610351562, 72.0999984741211, 49.45000076293945, 112.25, 32.54999923706055, 128.64999389648438"
GOKUL,4,1,3,49944,49.94,"46.150001525878906, 14.899999618530273, 13.699999809265137, 10.699999809265137","21.75, 9.5, 9.300000190734863, 42.0"
GOKULAGRO,0,0,0,0,0.0,,
GOLDENTOBC,5,3,2,203607,203.61,"147.25, 49.0, 21.5, 40.45000076293945, 25.25","592.75, 30.549999237060547, 64.6500015258789, 24.799999237060547, 82.25"
GOLDIAM,4,2,2,104719,104.72,"23.40999984741211, 12.029999732971191, 3.5999999046325684, 15.390000343322754","16.360000610351562, 8.399999618530273, 11.170000076293945, 46.790000915527344"
GOLDTECH,8,3,5,171497,171.5,"20.25, 16.950000762939453, 9.300000190734863, 7.400000095367432, 4.599999904632568, 4.300000190734863, 10.75, 10.699999809265137","67.3499984741211, 10.399999618530273, 6.75, 5.0, 3.3499999046325684, 16.200000762939453, 7.849999904632568, 32.45000076293945"
GOODLUCK,2,1,1,194111,194.11,"89.9000015258789, 38.45000076293945","63.150001525878906, 287.45001220703125"
GOYALALUM,0,0,0,0,0.0,,
GPIL,5,3,2,187316,187.32,"16.787500381469727, 19.575000762939453, 41.29999923706055, 41.98749923706055, 299.6499938964844","51.86249923706055, 14.412500381469727, 26.162500381469727, 144.6999969482422, 967.0999755859375"
GPPL,4,2,2,129632,129.63,"49.75, 152.89999389648438, 99.5, 60.79999923706055","169.5500030517578, 105.5, 71.6500015258789, 209.1999969482422"
GPTINFRA,2,1,1,72463,72.46,"24.950000762939453, 11.75","17.850000381469727, 41.07500076293945"
GRANULES,3,2,1,133027,133.03,"10.645000457763672, 13.079999923706055, 102.8499984741211","7.215000152587891, 47.9900016784668, 313.75"
GRAPHITE,2,1,1,59784,59.78,"31.549999237060547, 393.6000061035156","103.55000305175781, 288.20001220703125"
GRASIM,5,3,2,169817,169.82,"181.4912872314453, 188.22662353515625, 1063.272216796875, 854.5521240234375, 586.8665161132812","572.2715454101562, 599.3209228515625, 718.14453125, 474.21441650390625, 1842.1253662109375"
GRAVITA,4,3,1,186331,186.33,"27.049999237060547, 25.350000381469727, 81.1500015258789, 41.95000076293945","86.9000015258789, 80.3499984741211, 58.70000076293945, 128.10000610351562"
GREAVESCOT,4,1,3,33269,33.27,"18.329999923706055, 86.25, 78.0, 137.10000610351562","56.72999954223633, 64.30000305175781, 55.20000076293945, 69.55000305175781"
GREENLAM,1,1,0,61889,61.89,157.3699951171875,485.70001220703125
GREENPANEL,1,1,0,66915,66.92,39.29999923706055,125.94999694824219
GREENPLY,3,3,0,409575,409.58,"2.990036964416504, 2.458651065826416, 14.59328556060791","22.673128128051758, 7.631732940673828, 175.0797882080078"
GREENPOWER,3,0,3,-28281,-28.28,"12.982928276062012, 9.437944412231445, 2.3019371032714844","8.563207626342773, 6.583540916442871, 1.7034330368041992"
GRINDWELL,0,0,0,0,0.0,,
GRINFRA,1,0,1,-7152,-7.15,1361.25,1004.5999755859375
GRMOVER,0,0,0,0,0.0,,
GROBTEA,1,1,0,65518,65.52,317.20001220703125,980.0499877929688
GRPLTD,0,0,0,0,0.0,,
GRSE,0,0,0,0,0.0,,
GRWRHITECH,0,0,0,0,0.0,,
GSFC,5,2,3,106501,106.5,"17.479999542236328, 79.9000015258789, 59.599998474121094, 56.75, 53.45000076293945","57.189998626708984, 59.20000076293945, 44.5, 36.54999923706055, 162.0500030517578"
GSLSU,0,0,0,0,0.0,,
GSPL,0,0,0,0,0.0,,
GSS,5,2,3,127138,127.14,"162.0, 18.899999618530273, 34.04999923706055, 26.149999618530273, 197.89999389648438","121.44999694824219, 78.0999984741211, 19.049999237060547, 82.30000305175781, 126.25"
GTECJAINX,0,0,0,0,0.0,,
GTL,3,0,3,-27516,-27.52,"51.45000076293945, 12.649999618530273, 1.649999976158142","37.150001525878906, 8.899999618530273, 1.149999976158142"
GTLINFRA,3,1,2,64798,64.8,"25.001182556152344, 45.75, 12.0","94.5, 30.450000762939453, 7.849999904632568"
GTPL,2,1,1,65129,65.13,"67.0, 171.0","230.39999389648438, 124.3499984741211"
GUFICBIO,3,1,2,92239,92.24,"11.0, 4.5, 69.5999984741211","8.199999809265137, 20.200000762939453, 47.849998474121094"
GUJALKALI,5,1,4,28302,28.3,"147.9499969482422, 75.69999694824219, 576.4500122070312, 455.79998779296875, 888.9000244140625","110.94999694824219, 228.4499969482422, 417.75, 338.29998779296875, 619.9000244140625"
GUJAPOLLO,1,1,0,66938,66.94,70.5,234.14999389648438
GUJGASLTD,2,1,1,74405,74.41,"134.00999450683594, 559.2999877929688","494.70001220703125, 418.8500061035156"
GUJRAFFIA,4,1,3,33660,33.66,"28.700000762939453, 18.0, 12.449999809265137, 9.350000381469727","19.25, 9.050000190734863, 7.599999904632568, 28.850000381469727"
GULFOILLUB,1,0,1,-12119,-12.12,888.0499877929688,514.75
GULFPETRO,2,1,1,52790,52.79,"8.39165210723877, 7.599987030029297","6.288084030151367, 23.149999618530273"
GULPOLY,4,1,3,68611,68.61,"59.15833282470703, 40.541664123535156, 28.708332061767578, 245.7083282470703","43.75, 17.75, 125.5, 168.5833282470703"
GVKPIL,6,2,4,156970,156.97,"17.575000762939453, 22.25, 15.899999618530273, 9.300000190734863, 3.200000047683716, 2.200000047683716","53.525001525878906, 15.800000190734863, 11.149999618530273, 6.349999904632568, 2.200000047683716, 11.949999809265137"
GVPTECH,4,0,4,-41622,-41.62,"316.70001220703125, 14.5, 23.329999923706055, 17.75","218.0, 10.850000381469727, 13.199999809265137, 12.600000381469727"
HAL,1,1,0,61209,61.21,386.07501220703125,1172.425048828125
HAPPSTMNDS,0,0,0,0,0.0,,
HAPPYFORGE,0,0,0,0,0.0,,
HARDWYN,0,0,0,0,0.0,,
HARIOMPIPE,0,0,0,0,0.0,,
HARRMALAYA,5,2,3,95861,95.86,"89.19999694824219, 41.25, 84.94999694824219, 76.8499984741211, 42.45000076293945","60.900001525878906, 126.30000305175781, 61.25, 56.95000076293945, 131.14999389648438"
HARSHA,0,0,0,0,0.0,,
HATHWAY,5,0,5,-56074,-56.07,"41.040000915527344, 24.670000076293945, 30.850000381469727, 23.399999618530273, 20.100000381469727","26.110000610351562, 17.670000076293945, 17.100000381469727, 13.449999809265137, 12.949999809265137"
HATSUN,0,0,0,0,0.0,,
HAVELLS,3,3,0,202497,202.5,"14.4350004196167, 74.13999938964844, 420.04998779296875","51.46500015258789, 234.5, 1268.449951171875"
HAVISHA,2,1,1,53288,53.29,"0.949999988079071, 0.800000011920929","0.550000011920929, 2.5"
HBLPOWER,4,1,3,29876,29.88,"14.130000114440918, 44.79999923706055, 19.0, 15.949999809265137","9.399999618530273, 29.600000381469727, 11.0, 48.95000076293945"
HBSL,3,2,1,171004,171.0,"56.666664123535156, 62.33333206176758, 26.833332061767578","239.1666717529297, 43.5, 93.83333587646484"
HCC,7,0,7,-75061,-75.06,"55.2651252746582, 24.98593521118164, 21.173002243041992, 23.72991180419922, 18.750667572021484, 12.739686965942383, 10.050000190734863","35.84158706665039, 15.072305679321289, 15.834893226623535, 15.834893226623535, 13.277983665466309, 9.554764747619629, 3.950000047683716"
HCG,2,1,1,53784,53.78,"115.80000305175781, 100.44999694824219","74.0999984741211, 315.3999938964844"
HCL-INSYS,5,1,4,39247,39.25,"161.9960479736328, 97.52519226074219, 23.674053192138672, 8.199999809265137, 6.650000095367432","117.1294937133789, 67.2998275756836, 16.450000762939453, 5.400000095367432, 22.649999618530273"
HCLTECH,4,3,1,183726,183.73,"64.98249816894531, 32.525001525878906, 109.4124984741211, 389.2749938964844","48.61249923706055, 98.61250305175781, 365.54998779296875, 1182.300048828125"
HDFCAMC,0,0,0,0,0.0,,
HDFCBANK,1,1,0,60984,60.98,85.20500183105469,258.54998779296875
HDFCLIFE,0,0,0,0,0.0,,
HEADSUP,2,0,2,-20372,-20.37,"15.050000190734863, 11.199999809265137","10.550000190734863, 7.150000095367432"
HECPROJECT,1,1,0,104512,104.51,19.290000915527344,91.05000305175781
HEG,7,3,4,182064,182.06,"132.39999389648438, 120.0, 213.35000610351562, 191.60000610351562, 163.60000610351562, 175.6999969482422, 1132.1500244140625","425.29998779296875, 387.70001220703125, 154.8000030517578, 137.9499969482422, 119.05000305175781, 689.0999755859375, 484.0"
HEIDELBERG,2,1,1,49293,49.29,"44.599998474121094, 33.95000076293945","28.100000381469727, 101.9000015258789"
HEMIPROP,0,0,0,0,0.0,,
HERANBA,1,0,1,-8630,-8.63,716.6500244140625,509.04998779296875
HERCULES,2,1,1,56643,56.64,"62.0, 191.75","199.5, 128.10000610351562"
HERITGFOOD,3,1,2,50322,50.32,"9.032938957214355, 29.621700286865234, 194.0465545654297","30.800737380981445, 21.660036087036133, 107.7613754272461"
HEROMOTOCO,2,1,1,48942,48.94,"774.9000244140625, 2581.39990234375","2345.85009765625, 1596.449951171875"
HESTERBIO,1,1,0,81479,81.48,502.5,1856.4000244140625
HEUBACHIND,3,0,3,-28208,-28.21,"300.1499938964844, 240.3000030517578, 505.3999938964844","201.0500030517578, 172.3000030517578, 352.45001220703125"
HEXATRADEX,3,1,2,37421,37.42,"34.95000076293945, 13.100000381469727, 9.550000190734863","25.700000762939453, 8.25, 29.799999237060547"
HFCL,3,1,2,78337,78.34,"10.149999618530273, 13.25, 15.899999618530273","7.550000190734863, 9.050000190734863, 67.5"
HGINFRA,1,1,0,63970,63.97,204.5500030517578,647.0999755859375
HGS,6,1,5,16205,16.21,"2387.0, 215.25, 204.89999389648438, 161.1999969482422, 235.47500610351562, 1067.0999755859375","291.32501220703125, 149.27499389648438, 142.5, 112.5250015258789, 863.0999755859375, 738.5999755859375"
HIKAL,3,1,2,38223,38.22,"56.18000030517578, 24.133333206176758, 123.75","39.293331146240234, 72.6066665649414, 69.6500015258789"
HIL,7,2,5,84017,84.02,"207.85000610351562, 172.4499969482422, 383.8999938964844, 294.70001220703125, 1393.949951171875, 927.3499755859375, 3698.050048828125","143.25, 104.69999694824219, 270.29998779296875, 983.0, 630.2000122070312, 3020.25, 2589.050048828125"
HILTON,4,1,3,42665,42.66,"26.932880401611328, 18.848316192626953, 13.348932266235352, 9.353652954101562","19.741378784179688, 10.998767852783203, 9.870689392089844, 30.27011489868164"
HIMATSEIDE,5,2,3,130179,130.18,"118.05000305175781, 50.54999923706055, 26.5, 217.6999969482422, 62.54999923706055","80.25, 30.549999237060547, 81.1500015258789, 161.9499969482422, 268.45001220703125"
HINDALCO,7,3,4,149971,149.97,"107.43659210205078, 52.04999923706055, 160.35000610351562, 102.4000015258789, 84.05000305175781, 191.35000610351562, 138.85000610351562","60.5, 160.85000610351562, 115.8499984741211, 70.80000305175781, 267.3999938964844, 95.69999694824219, 444.79998779296875"
HINDCOMPOS,5,2,3,125905,125.9,"51.33333206176758, 34.29999923706055, 95.55000305175781, 357.0333251953125, 209.9499969482422","31.66666603088379, 106.05000305175781, 420.0666809082031, 227.8000030517578, 109.80000305175781"
HINDCON,2,1,1,55736,55.74,"3.990000009536743, 2.5999999046325684","2.75, 7.820000171661377"
HINDCOPPER,6,2,4,140449,140.45,"310.54998779296875, 68.6500015258789, 48.95000076293945, 35.20000076293945, 31.700000762939453, 118.75","153.5500030517578, 49.45000076293945, 32.5, 21.299999237060547, 149.85000610351562, 386.0"
HINDMOTORS,5,1,4,36391,36.39,"38.900001525878906, 18.549999237060547, 7.400000095367432, 6.599999904632568, 4.550000190734863","22.950000762939453, 13.75, 5.050000190734863, 4.75, 15.75"
HINDOILEXP,7,2,5,139324,139.32,"110.35426330566406, 89.1771240234375, 78.5, 200.75, 50.400001525878906, 103.1500015258789, 50.79999923706055","73.67312622070312, 60.5, 371.1499938964844, 122.5999984741211, 36.79999923706055, 74.75, 166.10000610351562"
HINDPETRO,5,1,4,20794,20.79,"61.70000076293945, 80.81111145019531, 69.68888854980469, 47.766666412353516, 301.70001220703125","39.133331298828125, 56.21110916137695, 47.03333282470703, 146.2111053466797, 197.5500030517578"
HINDUNILVR,1,1,0,61593,61.59,583.7999877929688,1780.0999755859375
HINDWAREAP,1,1,0,79987,79.99,78.0999984741211,285.6000061035156
HINDZINC,3,2,1,127669,127.67,"94.98999786376953, 45.1150016784668, 123.75","70.7699966430664, 136.86500549316406, 426.95001220703125"
HIRECT,2,2,0,126963,126.96,"36.09517288208008, 141.0500030517578","110.55000305175781, 462.45001220703125"
HISARMETAL,0,0,0,0,0.0,,
HITECH,2,1,1,42967,42.97,"18.940000534057617, 10.760000228881836","7.204999923706055, 32.720001220703125"
HITECHCORP,4,2,2,145140,145.14,"93.5, 50.0, 112.5, 63.04999923706055","66.1500015258789, 175.60000610351562, 82.55000305175781, 241.0500030517578"
HITECHGEAR,5,2,3,122243,122.24,"78.125, 29.799999237060547, 23.149999618530273, 183.0500030517578, 111.69999694824219","56.275001525878906, 20.950000762939453, 89.1500015258789, 78.80000305175781, 348.04998779296875"
HLEGLAS,2,0,2,-17068,-17.07,"708.3599853515625, 594.3499755859375","515.9500122070312, 408.29998779296875"
