Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Buy Prices,Sell Prices
RUSHIL,4,1,3,45845,"39, 555, 517, 110","133, 411, 377, 56"
RUSTOMJEE,0,0,0,0,,
RVHL,0,0,0,0,,
RVNL,0,0,0,0,,
S&SPOWER,1,1,0,87047,26,100
SABEVENTS,4,1,3,46050,"4, 1, 1, 5","3, 1, 3, 4"
SADBHAV,5,2,3,95582,"37, 124, 64, 248, 33","120, 70, 196, 140, 24"
SADBHIN,0,0,0,0,,
SADHNANIQ,0,0,0,0,,
SAFARI,0,0,0,0,,
SAGARDEEP,1,0,1,-8355,33,24
SAGCEM,3,2,1,126427,"30, 129, 67","90, 88, 220"
SAH,0,0,0,0,,
SAHYADRI,0,0,0,0,,
SAIL,6,0,6,-62354,"156, 170, 102, 50, 54, 37","85, 126, 71, 35, 31, 23"
SAKAR,0,0,0,0,,
SAKHTISUG,4,1,3,41302,"47, 33, 27, 15","35, 22, 20, 47"
SAKSOFT,5,2,3,95571,"18, 11, 4, 23, 18","12, 4, 11, 13, 57"
SAKUMA,1,0,1,-7974,8,6
SALASAR,1,1,0,77890,1,4
SALONA,2,2,0,202977,"15, 52","63, 229"
SALSTEEL,2,1,1,54279,"7, 2","5, 5"
SALZERELEC,3,1,2,45696,"201, 129, 86","151, 60, 276"
SAMBHAAV,6,2,4,101825,"2, 1, 2, 1, 3, 2","1, 1, 1, 5, 2, 7"
SAMHI,0,0,0,0,,
SAMPANN,2,0,2,-19595,"20, 6","15, 5"
SANCO,3,0,3,-26184,"15, 11, 11","11, 8, 8"
SANDESH,1,0,1,-8013,760,567
SANDHAR,1,0,1,-15255,299,132
SANDUMA,0,0,0,0,,
SANGAMIND,4,3,1,205166,"14, 34, 76, 48","44, 123, 56, 166"
SANGHIIND,3,1,2,61764,"24, 60, 25","14, 39, 91"
SANGHVIMOV,6,1,5,18181,"89, 270, 170, 111, 99, 59","61, 200, 111, 78, 46, 201"
SANGINITA,1,0,1,-9699,98,70
SANOFI,1,0,1,-9700,1163,765
SANSERA,0,0,0,0,,
SAPPHIRE,0,0,0,0,,
SARDAEN,4,0,4,-44200,"27, 12, 11, 42","14, 8, 8, 30"
SAREGAMA,2,1,1,62012,"6, 40","19, 19"
SARLAPOLY,2,2,0,132330,"4, 18","14, 55"
SARVESHWAR,2,1,1,56972,"1, 0","1, 1"
SASKEN,5,2,3,90354,"331, 179, 58, 593, 481","145, 117, 189, 379, 1451"
SASTASUNDR,5,2,3,145502,"28, 30, 70, 74, 351","21, 120, 48, 305, 226"
SATIA,0,0,0,0,,
SATIN,5,1,4,29992,"390, 339, 233, 77, 71","274, 214, 169, 55, 229"
SATINDLTD,0,0,0,0,,
SBC,1,1,0,64578,4,14
SBCL,0,0,0,0,,
SBFC,0,0,0,0,,
SBGLP,0,0,0,0,,
SBICARD,1,0,1,-7868,939,683
SBILIFE,0,0,0,0,,
SBIN,1,1,0,64748,192,602
SCHAEFFLER,1,1,0,67515,844,2780
SCHAND,2,1,1,75965,"98, 51","71, 194"
SCHNEIDER,2,1,1,55528,"112, 83","78, 260"
SCI,5,1,4,37317,"162, 82, 66, 38, 43","97, 61, 47, 28, 149"
SCPL,0,0,0,0,,
SDBL,1,0,1,-9142,31,22
SEAMECLTD,5,2,3,107110,"172, 60, 115, 370, 1096","123, 188, 78, 1180, 795"
SECMARK,0,0,0,0,,
SECURCRED,2,0,2,-16788,"2, 2","2, 2"
SECURKLOUD,3,1,2,49873,"184, 34, 57","126, 23, 192"
SELAN,4,2,2,105027,"122, 300, 198, 101","366, 224, 135, 310"
SELMC,7,1,6,121434,"12350, 3850, 3750, 1550, 42, 821, 92","6700, 2700, 2600, 1100, 295, 514, 69"
SEMAC,5,2,3,137202,"462, 190, 651, 410, 389","345, 778, 482, 286, 1283"
SENCO,0,0,0,0,,
SEPC,3,0,3,-28567,"120, 70, 5","79, 52, 4"
SEQUENT,3,0,3,-28111,"108, 72, 128","74, 50, 89"
SERVOTECH,4,1,3,46302,"5, 3, 3, 2","3, 2, 2, 6"
SESHAPAPER,0,0,0,0,,
SETCO,2,0,2,-26239,"33, 10","19, 5"
SEYAIND,3,0,3,-24045,"110, 31, 27","75, 22, 20"
SFL,0,0,0,0,,
SGIL,0,0,0,0,,
SGL,7,2,5,99873,"23, 7, 5, 4, 2, 2, 7","14, 5, 4, 3, 2, 7, 24"
SHAH,0,0,0,0,,
SHAHALLOYS,4,0,4,-36025,"18, 9, 5, 7","12, 6, 4, 5"
SHAILY,0,0,0,0,,
SHAKTIPUMP,4,2,2,140415,"50, 149, 244, 531","183, 108, 118, 1981"
SHALBY,0,0,0,0,,
SHALPAINTS,3,3,0,248526,"25, 51, 63","115, 177, 201"
SHANKARA,2,0,2,-22930,"519, 328","282, 222"
SHANTI,0,0,0,0,,
SHANTIGEAR,3,1,2,51940,"34, 108, 90","109, 80, 66"
SHARDACROP,1,0,1,-8432,403,297
SHARDAMOTR,4,2,2,112058,"177, 420, 223, 182","531, 292, 112, 629"
SHAREINDIA,0,0,0,0,,
SHEMAROO,2,0,2,-29739,"166, 110","62, 70"
SHILPAMED,4,1,3,32598,"88, 65, 677, 353","52, 207, 437, 214"
SHIVALIK,1,0,1,-7433,1014,734
SHIVAMAUTO,3,1,2,48318,"10, 57, 22","31, 41, 16"
SHIVAMILLS,2,0,2,-22518,"58, 101","36, 68"
SHIVATEX,2,2,0,173359,"15, 21","53, 91"
SHK,0,0,0,0,,
SHOPERSTOP,4,2,2,123380,"52, 364, 310, 170","170, 273, 181, 583"
SHRADHA,2,1,1,47804,"21, 12","12, 37"
SHREDIGCEM,0,0,0,0,,
SHREECEM,1,1,0,66934,2070,6851
SHREEPUSHK,2,1,1,54855,"164, 89","121, 280"
SHREERAMA,3,2,1,186521,"6, 3, 10","3, 16, 33"
SHRENIK,4,0,4,-35028,"18, 10, 3, 2","12, 7, 2, 1"
SHREYANIND,2,1,1,66662,"15, 164","55, 110"
SHREYAS,4,2,2,106287,"24, 323, 82, 60","77, 225, 39, 182"
SHRIPISTON,1,1,0,67216,297,945
SHRIRAMFIN,2,2,0,131357,"216, 563","700, 1735"
SHRIRAMPPS,0,0,0,0,,
SHYAMCENT,1,0,1,-8694,7,5
SHYAMMETL,0,0,0,0,,
SHYAMTEL,5,0,5,-41097,"98, 45, 31, 12, 9","72, 34, 21, 9, 6"
SICALLOG,0,0,0,0,,
SIEMENS,4,2,2,105839,"268, 709, 596, 1100","823, 504, 433, 3327"
SIGACHI,0,0,0,0,,
SIGIND,5,1,4,22410,"104, 325, 120, 129, 47","320, 207, 83, 84, 34"
SIGMA,0,0,0,0,,
SIGNATURE,0,0,0,0,,
SIKKO,2,1,1,99208,"12, 8","8, 33"
SIL,5,1,4,28039,"66, 13, 30, 17, 15","46, 39, 20, 12, 10"
SILGO,1,0,1,-7543,33,25
SILINV,5,2,3,93547,"88, 39, 198, 156, 141","64, 125, 148, 80, 430"
SILLYMONKS,4,0,4,-31165,"48, 39, 27, 18","35, 28, 19, 13"
SILVERTUC,0,0,0,0,,
SIMPLEXINF,6,2,4,107311,"177, 85, 329, 265, 180, 55","551, 318, 196, 198, 120, 33"
SINDHUTRAD,0,0,0,0,,
SINTERCOM,1,0,1,-14933,76,36
SIRCA,1,1,0,71895,102,349
SIS,0,0,0,0,,
SIYSIL,4,2,2,104576,"52, 244, 447, 135","37, 744, 305, 410"
SJS,0,0,0,0,,
SJVN,1,1,0,69239,22,73
SKFINDIA,3,2,1,118055,"232, 150, 1264","172, 462, 3878"
SKIPPER,1,0,1,-10430,153,97
SKMEGGPROD,3,1,2,45933,"19, 65, 33","13, 49, 103"
SKYGOLD,0,0,0,0,,
SMARTLINK,1,1,0,120881,48,231
SMCGLOBAL,0,0,0,0,,
SMLISUZU,5,3,2,180321,"135, 269, 967, 833, 692","431, 838, 682, 572, 2194"
SMLT,0,0,0,0,,
SMSLIFE,1,0,1,-8633,721,510
SMSPHARMA,4,1,3,24768,"27, 20, 9, 43","19, 10, 26, 27"
SNOWMAN,1,0,1,-8464,58,42
SOBHA,6,3,3,160787,"99, 294, 254, 227, 700, 521","316, 217, 134, 790, 431, 1565"
SOFTTECH,2,1,1,53156,"55, 41","38, 129"
SOLARA,1,0,1,-7537,452,327
SOLARINDS,2,2,0,121424,"56, 1088","170, 3332"
SOMANYCERA,3,1,2,34171,"595, 215, 118","374, 92, 371"
SOMATEX,5,1,4,44088,"14, 12, 5, 3, 2","10, 8, 3, 2, 8"
SOMICONVEY,0,0,0,0,,
SONACOMS,0,0,0,0,,
SONAMLTD,1,1,0,61832,10,31
SONATSOFTW,3,1,2,41295,"16, 126, 89","12, 62, 280"
SOTL,3,2,1,121610,"25, 128, 102","80, 91, 323"
SOUTHBANK,2,1,1,65170,"17, 8","12, 27"
SOUTHWEST,3,1,2,46437,"25, 17, 41","19, 12, 136"
SPAL,2,1,1,81365,"252, 79","163, 323"
SPANDANA,1,0,1,-10570,623,397
SPARC,4,1,3,25544,"85, 52, 191, 160","50, 161, 116, 96"
SPCENET,3,0,3,-45998,"2, 1, 1","1, 0, 1"
SPECIALITY,2,1,1,54111,"94, 32","65, 100"
SPENCERS,1,0,1,-9835,79,52
SPIC,4,1,3,38003,"8, 28, 25, 21","24, 20, 19, 12"
SPLIL,2,0,2,-18546,"6, 34","4, 24"
SPLPETRO,1,0,1,-8236,93,65
SPMLINFRA,4,2,2,145203,"68, 95, 39, 10","242, 70, 134, 7"
SPORTKING,0,0,0,0,,
SPYL,4,0,4,-34798,"2, 1, 0, 1","2, 1, 0, 0"
SREEL,0,0,0,0,,
SRF,1,1,0,66486,343,1115
SRGHFL,0,0,0,0,,
SRHHYPOLTD,2,1,1,67038,"22, 150","76, 94"
SRPL,2,1,1,98770,"3, 2","12, 1"
SSWL,2,2,0,129706,"5, 44","15, 136"
STAR,3,1,2,55065,"182, 76, 486","128, 265, 308"
STARCEMENT,0,0,0,0,,
STARHEALTH,0,0,0,0,,
STARPAPER,5,1,4,72948,"26, 14, 8, 167, 113","19, 8, 34, 106, 71"
STARTECK,0,0,0,0,,
STCINDIA,6,2,4,79468,"311, 170, 268, 130, 100, 46","207, 515, 195, 73, 73, 137"
STEELCAS,0,0,0,0,,
STEELCITY,2,1,1,54830,"33, 29","18, 96"
STEELXIND,5,1,4,34127,"3, 2, 3, 17, 14","2, 1, 8, 12, 10"
STEL,4,2,2,118930,"13, 28, 108, 135","9, 100, 67, 404"
STERTOOLS,3,2,1,125085,"7, 20, 176","20, 63, 116"
STLTECH,7,1,6,-2549,"43, 59, 33, 157, 96, 224, 172","23, 39, 23, 92, 292, 148, 111"
STOVEKRAFT,1,0,1,-10158,611,409
STYLAMIND,0,0,0,0,,
STYRENIX,2,0,2,-17749,"743, 621","495, 462"
SUBEXLTD,7,2,5,79869,"98, 28, 66, 15, 7, 7, 37","35, 91, 45, 10, 6, 23, 27"
SUBROS,4,2,2,118274,"30, 20, 268, 175","20, 67, 190, 542"
SUDARSCHEM,2,1,1,59613,"67, 35","49, 108"
SUKHJITS,0,0,0,0,,
SULA,0,0,0,0,,
SUMICHEM,0,0,0,0,,
SUMIT,1,1,0,76285,10,33
SUMMITSEC,2,1,1,83390,"590, 340","417, 1366"
SUNCLAY,0,0,0,0,,
SUNDARAM,7,1,6,10785,"4, 3, 3, 3, 2, 1, 3","2, 2, 2, 2, 1, 5, 2"
SUNDARMFIN,3,3,0,205881,"80, 216, 1124","280, 728, 3408"
SUNDARMHLD,2,1,1,65037,"66, 43","37, 157"
SUNDRMBRAK,3,2,1,118305,"149, 296, 219","492, 159, 668"
SUNDRMFAST,6,2,4,86955,"27, 20, 60, 48, 474, 374","18, 63, 43, 34, 292, 1128"
SUNFLAG,4,2,2,127416,"27, 20, 70, 31","19, 61, 48, 121"
SUNPHARMA,4,1,3,46182,"873, 679, 553, 427","630, 502, 410, 1418"
SUNTECK,2,1,1,64974,"171, 119","125, 406"
SUNTV,2,1,1,49285,"361, 180","236, 547"
SUPERHOUSE,1,0,1,-8326,212,155
SUPERSPIN,2,1,1,58751,"6, 11","18, 8"
SUPRAJIT,5,2,3,102952,"13, 7, 20, 245, 144","8, 5, 68, 165, 443"
SUPREMEENG,3,0,3,-33340,"3, 2, 2","1, 2, 2"
SUPREMEIND,3,1,2,41948,"44, 32, 1175","24, 100, 868"
SUPREMEINF,9,2,7,70275,"41, 235, 291, 138, 103, 35, 20, 15, 10","138, 171, 192, 69, 71, 24, 8, 10, 33"
SUPRIYA,1,0,1,-10507,377,245
SURAJEST,0,0,0,0,,
SURANASOL,4,1,3,54021,"33, 10, 9, 8","18, 7, 6, 29"
SURANAT&P,2,0,2,-18919,"7, 5","4, 3"
SURYALAXMI,2,0,2,-18420,"57, 116","39, 85"
SURYAROSNI,4,2,2,96504,"28, 126, 90, 59","84, 94, 31, 181"
SURYODAY,1,0,1,-7989,136,98
SUTLEJTEX,1,1,0,62854,2,7
SUULD,1,1,0,120805,10,48
SUVEN,2,2,0,249454,"1, 8","3, 57"
SUVENPHAR,0,0,0,0,,
SUVIDHAA,0,0,0,0,,
SUZLON,6,1,5,20721,"264, 59, 26, 9, 5, 8","140, 42, 16, 7, 4, 25"
SVLL,0,0,0,0,,
SVPGLOB,1,0,1,-16844,34,16
SWANENERGY,2,2,0,130092,"67, 117","209, 386"
SWARAJENG,3,2,1,126621,"107, 433, 1236","350, 1345, 905"
SWELECTES,8,4,4,233530,"76, 186, 96, 316, 233, 143, 112, 362","254, 139, 289, 228, 157, 84, 379, 1095"
SWSOLAR,1,1,0,68857,220,702
SYMPHONY,1,0,1,-9549,1167,779
SYNCOMF,0,0,0,0,,
SYNGENE,0,0,0,0,,
SYRMA,0,0,0,0,,
TAINWALCHM,2,2,0,120898,"15, 48","45, 146"
TAJGVK,2,1,1,51328,"150, 56","103, 169"
TAKE,4,1,3,42277,"63, 26, 149, 53","28, 96, 95, 29"
TALBROAUTO,2,1,1,47201,"22, 98","14, 299"
TANLA,3,1,2,47983,"46, 8, 4","31, 6, 11"
TARAPUR,3,1,2,46829,"6, 4, 4","4, 3, 11"
TARC,0,0,0,0,,
TARMAT,4,2,2,124176,"209, 8, 38, 25","127, 25, 27, 84"
TARSONS,0,0,0,0,,
TASTYBITE,1,0,1,-7458,11752,8022
TATACHEM,3,1,2,50498,"146, 76, 308","100, 245, 224"
TATACOMM,4,1,3,33935,"168, 117, 426, 334","122, 351, 311, 233"
TATACONSUM,1,1,0,68735,60,198
TATAELXSI,3,2,1,159854,"139, 55, 703","100, 209, 2691"
TATAINVEST,2,2,0,150840,"231, 851","740, 3273"
TATAMOTORS,4,2,2,121581,"149, 36, 196, 98","110, 117, 136, 323"
TATAMTRDVR,4,2,2,125743,"107, 260, 82, 40","377, 183, 56, 129"
TATAPOWER,2,1,1,66589,"69, 45","47, 159"
TATASTEEL,7,3,4,150791,"20, 51, 34, 23, 52, 43, 33","59, 37, 24, 71, 34, 27, 103"
TATATECH,0,0,0,0,,
TATVA,1,0,1,-9742,1602,1079
TBZ,6,1,5,22049,"163, 125, 72, 62, 42, 29","119, 91, 51, 45, 20, 98"
TCI,1,1,0,72873,140,475
TCIEXP,1,0,1,-8518,1587,1121
TCLCONS,4,1,3,45278,"46, 15, 2, 15","34, 8, 6, 10"
TCNSBRANDS,0,0,0,0,,
TCPLPACK,0,0,0,0,,
TCS,3,2,1,116758,"269, 135, 558","166, 420, 1766"
TDPOWERSYS,2,1,1,65776,"48, 24","35, 79"
TEAMLEASE,1,0,1,-12369,3025,1627
TECHIN,5,2,3,119063,"8, 4, 6, 5, 3","6, 14, 4, 3, 9"
TECHM,3,2,1,112681,"228, 82, 485","155, 248, 1478"
TECHNOE,4,3,1,203779,"77, 45, 264, 204","275, 139, 181, 711"
TECILCHEM,0,0,0,0,,
TEGA,0,0,0,0,,
TEJASNET,2,1,1,74417,"99, 48","46, 193"
TEMBO,2,1,1,59838,"70, 155","235, 110"
TERASOFT,1,0,1,-12180,63,37
TEXINFRA,2,1,1,58867,"58, 26","43, 82"
TEXMOPIPES,7,2,5,70998,"70, 42, 22, 5, 24, 16, 15","46, 17, 9, 16, 15, 8, 54"
TEXRAIL,7,0,7,-60392,"74, 58, 64, 53, 117, 95, 69","50, 43, 47, 37, 85, 65, 51"
TFCILTD,5,2,3,98558,"20, 15, 58, 134, 39","14, 48, 39, 60, 127"
TFL,4,1,3,30705,"8, 9, 7, 5","25, 5, 4, 4"
TGBHOTELS,4,1,3,28705,"75, 62, 16, 4","41, 42, 11, 11"
THANGAMAYL,2,2,0,126385,"98, 130","303, 396"
THEINVEST,2,0,2,-18083,"165, 110","122, 78"
THEJO,1,1,0,86642,162,616
THEMISMED,5,3,2,215427,"7, 9, 7, 5, 25","27, 6, 4, 16, 92"
THERMAX,4,2,2,103607,"491, 181, 647, 480","325, 546, 442, 1478"
THOMASCOOK,2,1,1,43963,"15, 58","45, 24"
THOMASCOTT,5,1,4,17809,"12, 6, 10, 9, 6","8, 18, 6, 6, 4"
THYROCARE,2,0,2,-18357,"669, 700","492, 452"
TI,1,0,1,-9009,51,36
TIDEWATER,3,1,2,41859,"970, 815, 1139","641, 2480, 830"
TIIL,5,3,2,204787,"31, 24, 61, 33, 212","23, 87, 38, 114, 679"
TIINDIA,1,1,0,61968,444,1365
TIJARIA,3,1,2,44036,"4, 6, 6","3, 18, 4"
TIL,7,2,5,88145,"120, 289, 523, 281, 202, 138, 124","423, 192, 298, 208, 100, 102, 388"
TIMESGTY,6,3,3,189554,"14, 73, 21, 38, 33, 24","55, 54, 69, 28, 14, 71"
TIMETECHNO,3,1,2,44984,"51, 103, 37","35, 61, 120"
TIMKEN,2,2,0,126613,"160, 514","514, 1566"
TIPSFILMS,0,0,0,0,,
TIPSINDLTD,4,1,3,35282,"5, 3, 5, 6","4, 8, 4, 4"
TIRUMALCHM,4,2,2,148951,"5, 88, 70, 49","20, 63, 35, 194"
TIRUPATIFL,1,0,1,-9451,4,3
TITAGARH,5,1,4,9844,"38, 23, 102, 81, 51","18, 72, 71, 35, 25"
TITAN,3,1,2,52746,"62, 350, 1273","46, 1142, 934"
TMB,0,0,0,0,,
TNPETRO,2,1,1,51434,"10, 43","30, 32"
TNPL,3,1,2,39289,"64, 299, 191","200, 220, 89"
TNTELE,7,1,6,23708,"7, 4, 3, 2, 1, 1, 11","5, 3, 2, 2, 1, 5, 8"
TOKYOPLAST,1,1,0,64994,9,28
TORNTPHARM,1,1,0,60869,659,2003
TORNTPOWER,4,1,3,39252,"111, 251, 176, 84","64, 182, 127, 271"
TOTAL,1,0,1,-10717,33,19
TOUCHWOOD,3,2,1,119435,"22, 17, 49","15, 52, 169"
TPHQ,6,1,5,57543,"1, 1, 0, 1, 0, 0","1, 1, 0, 0, 0, 1"
TPLPLASTEH,4,1,3,25520,"57, 33, 13, 30","38, 21, 6, 92"
TRACXN,0,0,0,0,,
TREEHOUSE,3,0,3,-40657,"36, 16, 6","18, 9, 3"
TREJHARA,1,1,0,85658,9,33
TREL,0,0,0,0,,
TRENT,2,2,0,134726,"95, 615","298, 2049"
TRF,9,2,7,85020,"590, 324, 264, 180, 321, 227, 120, 75, 171","394, 241, 168, 115, 227, 139, 84, 276, 600"
TRIDENT,3,2,1,148724,"1, 6, 7","3, 4, 28"
TRIGYN,3,3,0,194991,"9, 38, 34","29, 123, 104"
TRIL,4,0,4,-35532,"15, 11, 27, 13","11, 8, 20, 9"
TRITURBINE,1,0,1,-14130,110,58
TRIVENI,3,1,2,53245,"28, 20, 54","13, 15, 193"
TRU,0,0,0,0,,
TTKHLTCARE,3,1,2,52708,"356, 1041, 519","1203, 780, 318"
TTKPRESTIG,2,2,0,154647,"9, 272","34, 867"
TTL,2,1,1,82479,"22, 8","15, 32"
TTML,3,0,3,-27587,"16, 12, 7","10, 8, 5"
TV18BRDCST,5,0,5,-57024,"75, 39, 36, 24, 41","35, 23, 24, 16, 29"
TVSELECT,3,2,1,140781,"44, 17, 101","27, 67, 303"
TVSHLTD,2,2,0,133805,"33, 3669","100, 11510"
TVSMOTOR,5,3,2,182751,"11, 60, 38, 422, 336","37, 41, 130, 298, 1032"
TVSSCS,0,0,0,0,,
TVSSRICHAK,2,1,1,64998,"3321, 1407","2414, 4821"
TVTODAY,1,1,0,70983,63,212
TVVISION,1,1,0,63213,1,4
UBL,1,1,0,76077,92,319
UCAL,0,0,0,0,,
UCOBANK,8,1,7,9328,"38, 28, 70, 73, 51, 39, 21, 18","28, 93, 52, 53, 37, 26, 13, 12"
UDS,0,0,0,0,,
UFLEX,3,0,3,-31913,"202, 301, 211","141, 194, 138"
UFO,2,0,2,-16402,"511, 390","380, 271"
UGARSUGAR,3,0,3,-25982,"13, 10, 33","9, 8, 23"
UGROCAP,0,0,0,0,,
UJJIVANSFB,2,0,2,-20580,"30, 22","20, 15"
ULTRACEMCO,1,1,0,73910,902,3140
UMAEXPORTS,0,0,0,0,,
UMANGDAIRY,0,0,0,0,,
UMESLTD,6,1,5,113858,"4, 5, 3, 2, 2, 7","24, 3, 2, 1, 1, 4"
UNICHEMLAB,1,0,1,-7502,88,65
UNIDT,0,0,0,0,,
UNIENTER,4,3,1,183436,"17, 36, 72, 51","56, 112, 39, 157"
UNIINFO,1,0,1,-7864,30,22
UNIONBANK,5,1,4,29128,"208, 137, 90, 63, 32","133, 94, 66, 37, 106"
UNIPARTS,0,0,0,0,,
UNITECH,6,2,4,132459,"35, 30, 26, 14, 8, 1","107, 19, 18, 8, 6, 6"
UNITEDPOLY,4,2,2,156388,"9, 6, 3, 11","5, 4, 8, 46"
UNITEDTEA,0,0,0,0,,
UNIVAFOODS,7,2,5,107341,"9, 5, 8, 5, 4, 3, 1","5, 20, 5, 4, 3, 2, 5"
UNIVASTU,1,0,1,-7619,46,34
UNIVCABLES,3,3,0,183929,"35, 26, 118","108, 84, 359"
UNIVPHOTO,0,0,0,0,,
UNOMINDA,2,1,1,55078,"4, 9","12, 6"
UPL,2,1,1,51631,"77, 477","232, 326"
URAVI,2,2,0,139887,"52, 158","176, 544"
URJA,3,2,1,193903,"1, 4, 10","5, 3, 34"
USHAMART,5,3,2,196004,"27, 31, 16, 12, 20","87, 22, 10, 38, 67"
USK,0,0,0,0,,
UTIAMC,1,0,1,-9105,995,685
UTKARSHBNK,0,0,0,0,,
UTTAMSUGAR,5,2,3,134889,"65, 35, 12, 87, 77","27, 26, 50, 52, 276"
V2RETAIL,4,1,3,46211,"37, 288, 159, 85","28, 172, 111, 300"
VADILALIND,1,1,0,68326,532,1767
VAIBHAVGBL,6,2,4,95672,"44, 4, 165, 97, 61, 468","32, 11, 120, 70, 214, 336"
VAISHALI,1,1,0,81600,25,91
VAKRANGEE,4,1,3,17477,"4, 1, 31, 33","1, 2, 19, 20"
VALIANTLAB,0,0,0,0,,
VALIANTORG,2,0,2,-20839,"1547, 740","1008, 477"
VARDHACRLC,1,1,0,63190,8,26
VARDMNPOLY,5,2,3,134584,"3, 7, 4, 1, 0","11, 5, 2, 1, 1"
VARROC,1,1,0,61164,182,554
VASCONEQ,3,1,2,46755,"41, 32, 10","30, 23, 30"
VASWANI,5,2,3,122933,"6, 4, 4, 12, 6","4, 2, 12, 9, 26"
VBL,0,0,0,0,,
VCL,1,0,1,-7826,2,2
VEDL,6,2,4,93878,"314, 218, 164, 90, 184, 92","234, 155, 99, 275, 138, 302"
VENKEYS,5,1,4,46049,"102, 342, 223, 2771, 1599","66, 249, 859, 2060, 845"
VENUSPIPES,0,0,0,0,,
VENUSREM,1,0,1,-7444,164,121
VERANDA,0,0,0,0,,
VERTOZ,1,0,1,-12844,99,58
VESUVIUS,2,1,1,49424,"185, 98","97, 295"
VETO,3,1,2,42788,"75, 46, 112","51, 141, 83"
VGUARD,2,1,1,53349,"33, 211","101, 155"
VHL,2,2,0,140343,"124, 546","385, 2066"
VIDHIING,0,0,0,0,,
VIJAYA,0,0,0,0,,
VIJIFIN,2,0,2,-27226,"6, 4","4, 2"
VIKASECO,4,1,3,38148,"1, 7, 7, 2","4, 4, 4, 2"
VIKASLIFE,2,1,1,93154,"2, 7","8, 5"
VIMTALABS,5,3,2,223614,"22, 20, 75, 117, 85","15, 103, 226, 60, 257"
VINATIORGA,3,2,1,124549,"38, 234, 1980","131, 706, 1471"
VINDHYATEL,4,2,2,119379,"131, 142, 694, 740","85, 477, 434, 2234"
VINEETLAB,0,0,0,0,,
VINNY,2,1,1,77672,"2, 2","1, 6"
VINYLINDIA,3,1,2,44079,"4, 58, 514","12, 42, 316"
VIPCLOTHNG,2,1,1,58544,"12, 46","40, 30"
VIPIND,4,2,2,141774,"8, 92, 98, 464","30, 67, 357, 240"
VIPULLTD,6,1,5,31510,"13, 6, 52, 37, 24, 15","9, 20, 38, 28, 13, 11"
VIRINCHI,0,0,0,0,,
VISAKAIND,7,2,5,88706,"23, 15, 16, 82, 53, 47, 125","14, 8, 54, 53, 27, 164, 88"
VISESHINFO,5,1,4,157668,"3, 0, 0, 0, 0","2, 0, 0, 0, 1"
VISHNU,1,0,1,-11219,58,36
VISHWARAJ,0,0,0,0,,
VIVIDHA,7,1,6,36244,"5, 52, 2, 1, 0, 1, 1","21, 25, 1, 1, 0, 0, 1"
VLEGOV,0,0,0,0,,
VLSFINANCE,4,3,1,192572,"8, 13, 42, 38","23, 41, 30, 127"
VMART,5,2,3,113716,"176, 540, 2103, 2918, 2212","535, 1900, 1421, 2162, 1641"
VOLTAMP,2,2,0,122356,"395, 1120","1208, 3496"
VOLTAS,3,2,1,116487,"60, 96, 283","181, 67, 908"
VPRPL,0,0,0,0,,
VRLLOG,3,1,2,36568,"361, 287, 165","258, 154, 494"
VSSL,4,2,2,128533,"6, 6, 66, 31","4, 21, 49, 102"
VSTIND,0,0,0,0,,
VSTTILLERS,2,1,1,50046,"1168, 1326","668, 4116"
VTL,3,3,0,188442,"13, 41, 169","42, 130, 510"
WABAG,5,1,4,19355,"182, 698, 575, 298, 215","590, 449, 388, 197, 82"
WALCHANNAG,4,1,3,42407,"118, 72, 184, 51","86, 54, 133, 165"
WANBURY,7,2,5,133017,"117, 41, 33, 40, 22, 21, 49","79, 29, 24, 25, 14, 98, 159"
WEALTH,2,1,1,56592,"85, 87","61, 271"
WEBELSOLAR,6,4,2,356278,"174, 57, 26, 6, 22, 88","119, 178, 19, 33, 75, 370"
WEIZMANIND,4,3,1,230967,"1, 6, 46, 24","4, 28, 34, 77"
WEL,2,1,1,79664,"49, 30","32, 119"
WELCORP,4,1,3,37559,"99, 116, 87, 80","69, 58, 62, 265"
WELENT,6,2,4,102510,"42, 37, 24, 15, 13, 106","163, 20, 12, 9, 45, 76"
WELINV,4,2,2,120711,"75, 44, 17, 167","46, 26, 61, 520"
WELSPUNLIV,7,3,4,168353,"7, 2, 6, 4, 70, 53, 31","4, 8, 4, 13, 52, 22, 96"
WENDT,1,1,0,70144,1866,6308
WESTLIFE,0,0,0,0,,
WEWIN,4,1,3,117769,"29, 20, 18, 18","20, 14, 13, 107"
WHEELS,3,1,2,42894,"68, 34, 921","40, 106, 674"
WHIRLPOOL,1,0,1,-8742,266,186
WILLAMAGOR,5,2,3,107343,"44, 18, 35, 77, 24","33, 61, 111, 53, 15"
WINDLAS,0,0,0,0,,
WINDMACHIN,4,1,3,32336,"28, 68, 23, 13","19, 20, 16, 44"
WINSOME,5,2,3,1592407,"12, 26, 2, 1, 0","8, 19, 2, 3, 8"
WIPL,2,0,2,-16470,"62, 60","44, 43"
WIPRO,4,2,2,101764,"114, 55, 137, 592","76, 169, 418, 416"
WOCKPHARMA,7,2,5,75794,"184, 82, 483, 930, 693, 326, 241","102, 271, 1461, 646, 499, 159, 154"
WONDERLA,3,1,2,42970,"373, 276, 132","270, 140, 415"
WORTH,1,0,1,-6872,84,61
