Total Trades,Total Stocks,Total Profit,Average Profit per Trade,Median Profit per Trade,Success Probability per Trade,Average Profit per Stock,Median Profit per Stock,Success Probability per Stock
3641,1104,80043964.88749516,21984.060666711113,-478.8018264770508,0.4798132381213952,72503.5913836007,15432.423700332642,0.6603260869565217
