Total Trades,Total Stocks,Total Profit,Average Profit per Trade,Median Profit per Trade,Success Probability per Trade,Average Profit per Stock,Median Profit per Stock,Success Probability per Stock
20762,1103,477441073.34722996,22995.90951484587,-2640.9967675209045,0.4225989789037665,432856.82080437895,69880.83429288864,0.6092475067996374
