Total Trades,Total Stocks,Total Profit,Average Profit per Trade,Median Profit per Trade,Success Probability per Trade,Average Profit per Stock,Median Profit per Stock,Success Probability per Stock
3650,1104,80122832.59969723,21951.46098621842,-475.81054306030273,0.48,72575.02952871127,16107.723900794983,0.6621376811594203
