Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
EMAMILTD,1,0,1,-7560,-7.56,597.2000122070312,447.1499938964844
ENDURANCE,1,0,1,-6314,-6.31,1662.8499755859375,1318.25
ENGINERSIN,1,0,1,-4867,-4.87,158.10000610351562,131.5
EPL,2,2,0,116771,116.77,"25.450000762939453, 179.9499969482422","119.6500015258789, 214.8000030517578"
EQUITASBNK,0,0,0,0,0.0,,
ERIS,1,0,1,-3565,-3.56,760.5499877929688,667.2000122070312
ESABINDIA,3,0,3,-15321,-15.32,"589.25, 662.0499877929688, 889.0","501.70001220703125, 567.8499755859375, 650.8499755859375"
ESCORTS,3,1,2,-12168,-12.17,"195.6999969482422, 126.44999694824219, 1403.8499755859375","131.4499969482422, 111.3499984741211, 1444.800048828125"
EVEREADY,3,1,2,56731,56.73,"72.55000305175781, 67.5, 366.6000061035156","55.099998474121094, 220.85000610351562, 319.1499938964844"
EXIDEIND,1,0,1,-3321,-3.32,166.0500030517578,148.3000030517578
FACT,1,1,0,4439,4.44,83.5999984741211,96.4000015258789
FCL,0,0,0,0,0.0,,
FDC,3,2,1,31617,31.62,"57.20000076293945, 122.1500015258789, 343.45001220703125","87.55000305175781, 203.89999389648438, 285.1000061035156"
FEDERALBNK,2,1,1,-4035,-4.04,"34.005001068115234, 112.8499984741211","36.81999969482422, 89.19999694824219"
FIEMIND,1,0,1,-7835,-7.84,88.94999694824219,73.125
FILATEX,2,1,1,137279,137.28,"3.8450000286102295, 49.67499923706055","21.799999237060547, 47.599998474121094"
FINCABLES,0,0,0,0,0.0,,
FINEORG,0,0,0,0,0.0,,
FINPIPE,3,2,1,21513,21.51,"23.25, 25.809999465942383, 151.25","14.989999771118164, 51.400001525878906, 157.0"
FLUOROCHEM,0,0,0,0,0.0,,
FMGOETZE,1,0,1,-7647,-7.65,407.75,305.0
FORTIS,1,1,0,10140,10.14,199.14999389648438,267.25
FOSECOIND,1,1,0,1215,1.21,1100.050048828125,1089.0
FSL,2,2,0,15612,15.61,"24.25, 113.9000015258789","34.75, 125.05000305175781"
GABRIEL,2,1,1,31474,31.47,"31.200000762939453, 32.650001525878906","20.299999237060547, 75.80000305175781"
GAEL,1,1,0,9436,9.44,86.80000305175781,114.125
GAIL,1,0,1,-8182,-8.18,99.1500473022461,72.71253967285156
GALAXYSURF,0,0,0,0,0.0,,
GALLANTT,1,0,1,-4557,-4.56,75.19999694824219,63.5
GANECOS,0,0,0,0,0.0,,
GANESHHOUC,2,0,2,-17793,-17.79,"104.16666412353516, 143.6999969482422","69.03333282470703, 103.5"
GENESYS,2,2,0,27124,27.12,"119.69999694824219, 316.6000061035156","195.35000610351562, 392.1000061035156"
GENUSPOWER,1,1,0,29758,29.76,19.25,39.150001525878906
GEOJITFSL,2,0,2,-23023,-23.02,"108.25, 87.25","73.69999694824219, 50.099998474121094"
GEPIL,3,1,2,-6202,-6.2,"756.9500122070312, 530.6500244140625, 850.0","580.6500244140625, 579.7999877929688, 768.8499755859375"
GESHIP,0,0,0,0,0.0,,
GHCL,2,2,0,85290,85.29,"58.95000076293945, 394.5","210.5, 503.54998779296875"
GICRE,0,0,0,0,0.0,,
GILLETTE,2,2,0,23725,23.72,"1412.75, 3417.25","2105.10009765625, 4469.39990234375"
GIPCL,1,0,1,-8578,-8.58,105.19999694824219,75.80000305175781
GLAND,0,0,0,0,0.0,,
GLAXO,2,2,0,19936,19.94,"776.0250244140625, 1215.675048828125","1045.5, 1657.4749755859375"
GLENMARK,0,0,0,0,0.0,,
GLOBUSSPR,1,1,0,54312,54.31,310.95001220703125,878.5999755859375
GMDCLTD,1,0,1,-9166,-9.17,175.0500030517578,123.05000305175781
GMMPFAUDLR,0,0,0,0,0.0,,
GMRINFRA,0,0,0,0,0.0,,
GNFC,2,2,0,51384,51.38,"138.85000610351562, 460.6000061035156","349.45001220703125, 550.4000244140625"
GOCLCORP,0,0,0,0,0.0,,
GODFRYPHLP,2,1,1,16760,16.76,"380.0, 939.75","603.1599731445312, 928.9500122070312"
GODREJAGRO,1,0,1,-7875,-7.88,697.2000122070312,517.75
GODREJCP,2,1,1,8037,8.04,"81.23332977294922, 1099.300048828125","128.53334045410156, 767.9500122070312"
GODREJIND,1,0,1,-7612,-7.61,628.2999877929688,464.0
GODREJPROP,1,0,1,-6033,-6.03,329.1000061035156,267.3500061035156
GOKEX,0,0,0,0,0.0,,
GOKULAGRO,0,0,0,0,0.0,,
GOODLUCK,0,0,0,0,0.0,,
GPIL,2,2,0,22569,22.57,"41.974998474121094, 240.78750610351562","72.51249694824219, 249.6999969482422"
GPPL,1,1,0,11213,11.21,117.05000305175781,161.35000610351562
GRANULES,2,1,1,1332,1.33,"18.450000762939453, 202.60000610351562","10.425000190734863, 300.6000061035156"
GRAPHITE,3,1,2,70833,70.83,"95.19999694824219, 109.8499984741211, 164.14999389648438","88.0, 77.69999694824219, 565.5499877929688"
GRASIM,1,0,1,-3650,-3.65,1492.814208984375,1315.5191650390625
GRAVITA,1,0,1,-10009,-10.01,131.10000610351562,89.19999694824219
GREAVESCOT,3,0,3,-9965,-9.96,"86.38999938964844, 132.9499969482422, 190.9499969482422","79.5, 128.9499969482422, 149.64999389648438"
GREENLAM,1,1,0,4833,4.83,271.67999267578125,312.70001220703125
GREENPANEL,0,0,0,0,0.0,,
GREENPLY,1,0,1,-4336,-4.34,206.0500030517578,171.10000610351562
GREENPOWER,1,0,1,-18088,-18.09,17.863035202026367,7.9647040367126465
GRINDWELL,1,1,0,348,0.35,103.0999984741211,108.75
GRSE,0,0,0,0,0.0,,
GSFC,2,1,1,303,0.3,"58.599998474121094, 131.14999389648438","66.55000305175781, 114.0999984741211"
GSPL,2,1,1,12630,12.63,"102.30000305175781, 118.80000305175781","89.9000015258789, 178.4499969482422"
GTLINFRA,0,0,0,0,0.0,,
GUFICBIO,2,2,0,115066,115.07,"20.200000762939453, 182.0500030517578","95.25, 212.0500030517578"
GUJALKALI,2,2,0,27973,27.97,"274.6000061035156, 689.8499755859375","531.6500244140625, 686.9000244140625"
GUJGASLTD,0,0,0,0,0.0,,
GULFOILLUB,0,0,0,0,0.0,,
HAL,0,0,0,0,0.0,,
HAPPSTMNDS,0,0,0,0,0.0,,
HATHWAY,0,0,0,0,0.0,,
HATSUN,1,1,0,9529,9.53,683.1423950195312,908.1896362304688
HAVELLS,1,0,1,-5083,-5.08,80.15499877929688,67.01000213623047
HBLPOWER,2,0,2,-16309,-16.31,"34.900001525878906, 71.94999694824219","29.600000381469727, 44.150001525878906"
HCC,1,0,1,-3247,-3.25,15.699999809265137,14.0
HCG,1,1,0,4363,4.36,225.60000610351562,262.45001220703125
HCLTECH,2,1,1,-3597,-3.6,"95.63749694824219, 526.375","102.2874984741211, 436.3999938964844"
HDFCAMC,0,0,0,0,0.0,,
HDFCBANK,1,1,0,4615,4.62,200.0449981689453,221.25
HDFCLIFE,0,0,0,0,0.0,,
HEG,2,1,1,74786,74.79,"302.6000061035156, 689.0999755859375","215.75, 2393.050048828125"
HEIDELBERG,0,0,0,0,0.0,,
HEMIPROP,0,0,0,0,0.0,,
HERITGFOOD,1,1,0,120454,120.45,61.8043212890625,309.5413818359375
HEROMOTOCO,2,1,1,20720,20.72,"929.7000122070312, 2597.14990234375","1633.0999755859375, 2328.89990234375"
HFCL,3,1,2,-21248,-21.25,"19.649999618530273, 18.149999618530273, 67.5","12.100000381469727, 12.0, 69.30000305175781"
HGINFRA,0,0,0,0,0.0,,
HGS,3,1,2,1831,1.83,"276.25, 348.8500061035156, 863.0999755859375","262.5, 333.625, 960.2000122070312"
HIKAL,1,0,1,-9385,-9.38,490.8500061035156,330.45001220703125
HIL,3,1,2,-5987,-5.99,"411.70001220703125, 641.7000122070312, 4615.10009765625","442.0, 564.5499877929688, 3780.300048828125"
HINDALCO,3,0,3,-9872,-9.87,"210.5, 219.64999389648438, 394.25","180.5500030517578, 213.39999389648438, 338.6499938964844"
HINDCOPPER,2,0,2,-19365,-19.37,"94.9000015258789, 154.8000030517578","62.900001525878906, 105.0999984741211"
HINDOILEXP,2,1,1,1253,1.25,"82.19999694824219, 182.4499969482422","109.4000015258789, 133.0500030517578"
HINDPETRO,1,1,0,57997,58.0,117.86666870117188,344.8500061035156
HINDUNILVR,0,0,0,0,0.0,,
HINDWAREAP,0,0,0,0,0.0,,
HITECH,0,0,0,0,0.0,,
HLEGLAS,0,0,0,0,0.0,,
HMT,1,0,1,-5539,-5.54,31.399999618530273,25.600000381469727
HOMEFIRST,0,0,0,0,0.0,,
HONAUT,1,0,1,-6931,-6.93,2799.39990234375,2108.050048828125
HONDAPOWER,1,0,1,-5097,-5.1,439.0,353.1499938964844
HPL,0,0,0,0,0.0,,
HSCL,2,1,1,45001,45.0,"49.654998779296875, 42.04999923706055","38.25, 114.55000305175781"
HUDCO,0,0,0,0,0.0,,
HUHTAMAKI,1,1,0,22807,22.81,114.30000305175781,202.75
IBREALEST,3,1,2,-4842,-4.84,"99.9000015258789, 102.05000305175781, 151.8000030517578","65.4000015258789, 156.39999389648438, 101.4000015258789"
IBULHSGFIN,0,0,0,0,0.0,,
ICICIBANK,2,0,2,-11824,-11.82,"211.4545440673828, 314.0","158.77272033691406, 275.3999938964844"
ICICIGI,0,0,0,0,0.0,,
ICICIPRULI,0,0,0,0,0.0,,
ICIL,3,2,1,690152,690.15,"3.930000066757202, 6.019999980926514, 129.10000610351562","2.240000009536743, 145.22999572753906, 158.9499969482422"
ICRA,1,0,1,-5616,-5.62,1219.6500244140625,995.0
IDBI,1,0,1,-4635,-4.64,152.39999389648438,128.75
IDEA,1,0,1,-5243,-5.24,56.8901252746582,47.33306884765625
IDFC,1,0,1,-8197,-8.2,99.00743865966797,71.90552520751953
IDFCFIRSTB,0,0,0,0,0.0,,
IEX,1,1,0,35036,35.04,72.56666564941406,158.75
IFBIND,3,1,2,23024,23.02,"191.60000610351562, 961.5499877929688, 1189.6500244140625","411.04998779296875, 884.9500122070312, 890.0999755859375"
IFCI,2,0,2,-18921,-18.92,"69.1500015258789, 16.25","53.099998474121094, 10.0"
IFGLEXPOR,1,0,1,-228,-0.23,229.64999389648438,227.6999969482422
IGL,1,1,0,62363,62.36,79.83000183105469,242.9499969482422
IIFL,2,2,0,18982,18.98,"58.71057891845703, 309.5","89.12006378173828, 340.1000061035156"
IIFLSEC,0,0,0,0,0.0,,
IMAGICAA,0,0,0,0,0.0,,
IMFA,2,1,1,-6671,-6.67,"384.29998779296875, 213.6999969482422","214.625, 260.3999938964844"
INDHOTEL,1,0,1,-3398,-3.4,87.61835479736328,78.9518051147461
INDIACEM,1,1,0,1021,1.02,162.5,169.10000610351562
INDIAGLYCO,2,2,0,30557,30.56,"159.85000610351562, 642.5999755859375","299.95001220703125, 747.25"
INDIAMART,0,0,0,0,0.0,,
INDIANB,2,0,2,-7431,-7.43,"225.9499969482422, 278.25","212.85000610351562, 227.39999389648438"
INDIANHUME,2,1,1,4136,4.14,"86.4000015258789, 96.7249984741211","63.349998474121094, 135.9250030517578"
INDIGO,0,0,0,0,0.0,,
INDIGOPNTS,0,0,0,0,0.0,,
INDOCO,2,1,1,2173,2.17,"55.2066650390625, 304.04998779296875","50.62666702270508, 353.1499938964844"
INDOSTAR,0,0,0,0,0.0,,
INDRAMEDCO,2,1,1,-2876,-2.88,"46.79999923706055, 45.5","40.0, 47.599998474121094"
INDUSINDBK,2,1,1,1809,1.81,"94.69999694824219, 148.89999389648438","54.04999923706055, 225.85000610351562"
INDUSTOWER,0,0,0,0,0.0,,
INFIBEAM,1,0,1,-7416,-7.42,24.975000381469727,19.524999618530273
INFY,3,3,0,5405,5.4,"326.9937438964844, 478.10626220703125, 686.4000244140625","346.98748779296875, 536.9249877929688, 685.5999755859375"
INGERRAND,2,1,1,-2178,-2.18,"421.54998779296875, 899.25","412.5, 770.2999877929688"
INOXWIND,1,0,1,-7487,-7.49,29.700000762939453,22.149999618530273
INTELLECT,1,0,1,-2022,-2.02,681.2999877929688,630.4000244140625
IOB,1,0,1,-7752,-7.75,146.60000610351562,110.0
IOC,1,1,0,1000,1.0,59.900001525878906,61.275001525878906
IOLCP,2,1,1,40402,40.4,"60.29999923706055, 190.6999969482422","28.600000381469727, 551.4500122070312"
IPCALAB,1,0,1,-1265,-1.27,134.60000610351562,128.60000610351562
IRB,1,0,1,-2775,-2.77,27.2450008392334,24.30500030517578
IRCON,0,0,0,0,0.0,,
IRCTC,0,0,0,0,0.0,,
IRFC,0,0,0,0,0.0,,
ISEC,0,0,0,0,0.0,,
ISGEC,0,0,0,0,0.0,,
ISMTLTD,0,0,0,0,0.0,,
ITC,1,0,1,-2766,-2.77,280.29998779296875,256.04998779296875
ITDC,0,0,0,0,0.0,,
ITDCEM,0,0,0,0,0.0,,
ITI,1,0,1,-8738,-8.74,31.399999618530273,20.149999618530273
IWEL,0,0,0,0,0.0,,
J&KBANK,1,0,1,-5560,-5.56,91.04499816894531,75.16500091552734
JAGRAN,2,1,1,8365,8.36,"125.5999984741211, 124.69999694824219","111.5, 177.64999389648438"
JAIBALAJI,0,0,0,0,0.0,,
JAICORPLTD,0,0,0,0,0.0,,
JAMNAAUTO,2,2,0,54987,54.99,"24.204999923706055, 89.3499984741211","64.9000015258789, 101.0"
JASH,0,0,0,0,0.0,,
JAYNECOIND,1,1,0,6510,6.51,18.200000762939453,22.399999618530273
JBCHEPHARM,2,1,1,32796,32.8,"49.150001525878906, 64.05000305175781","47.125, 137.6999969482422"
JBMA,0,0,0,0,0.0,,
JCHAC,3,1,2,76951,76.95,"304.8500061035156, 236.85000610351562, 2661.199951171875","178.9499969482422, 988.7000122070312, 2254.0"
JINDALPOLY,2,1,1,17935,17.94,"282.0187683105469, 455.95001220703125","176.41990661621094, 898.7999877929688"
JINDALSAW,2,0,2,-17103,-17.1,"201.9499969482422, 125.80000305175781","159.3000030517578, 79.44999694824219"
JINDALSTEL,2,0,2,-12309,-12.31,"205.0500030517578, 441.5","171.35000610351562, 329.25"
JINDWORLD,1,1,0,9344,9.34,233.0,303.3999938964844
JISLDVREQS,1,0,1,-931,-0.93,66.05000305175781,63.5
JISLJALEQS,0,0,0,0,0.0,,
JITFINFRA,1,0,1,-15606,-15.61,197.39999389648438,101.94999694824219
JKCEMENT,1,0,1,-14297,-14.3,360.3500061035156,181.4499969482422
JKIL,0,0,0,0,0.0,,
JKLAKSHMI,2,0,2,-23448,-23.45,"138.3000030517578, 577.4500122070312","60.70000076293945, 448.79998779296875"
JKPAPER,2,1,1,4849,4.85,"57.53233337402344, 229.3000030517578","43.50822830200195, 320.25"
JKTYRE,2,0,2,-14499,-14.5,"33.4900016784668, 145.25","26.889999389648438, 105.55000305175781"
JMFINANCIL,0,0,0,0,0.0,,
JPASSOCIAT,0,0,0,0,0.0,,
JPPOWER,1,0,1,-531,-0.53,5.650000095367432,5.550000190734863
JSL,2,1,1,1235,1.24,"88.4000015258789, 89.25","67.55000305175781, 112.0"
JSWENERGY,1,1,0,6390,6.39,167.75,207.9499969482422
JSWHL,1,1,0,38435,38.44,957.4000244140625,2189.14990234375
JSWSTEEL,2,0,2,-16635,-16.64,"133.34500122070312, 710.9000244140625","90.55000305175781, 551.25"
JTEKTINDIA,1,1,0,7825,7.82,30.850000381469727,38.099998474121094
JUBLFOOD,2,0,2,-8083,-8.08,"165.80999755859375, 250.86000061035156","127.21499633789062, 240.25"
JUBLINDS,2,1,1,7993,7.99,"276.6499938964844, 215.3000030517578","138.25, 373.79998779296875"
JUBLINGREA,0,0,0,0,0.0,,
JUBLPHARMA,2,1,1,40102,40.1,"198.07827758789062, 873.5499877929688","524.669189453125, 583.8499755859375"
JUSTDIAL,1,0,1,-9455,-9.46,964.1500244140625,653.5999755859375
JWL,0,0,0,0,0.0,,
JYOTHYLAB,1,1,0,1525,1.53,83.0,85.80000305175781
JYOTISTRUC,0,0,0,0,0.0,,
KAJARIACER,2,2,0,623126,623.13,"21.875, 703.5999755859375","465.6000061035156, 947.7000122070312"
KALYANKJIL,0,0,0,0,0.0,,
KANSAINER,2,1,1,8454,8.45,"46.51499938964844, 405.1666564941406","70.13333129882812, 303.1000061035156"
KARURVYSYA,2,1,1,-6480,-6.48,"57.91111755371094, 120.52291870117188","58.71151351928711, 91.31818389892578"
KCP,2,0,2,-17353,-17.35,"45.150001525878906, 130.6999969482422","30.25, 106.3499984741211"
KDDL,0,0,0,0,0.0,,
KEC,2,0,2,-5991,-5.99,"119.80000305175781, 401.3999938964844","100.80000305175781, 378.95001220703125"
KEI,1,1,0,247078,247.08,34.849998474121094,308.25
KESORAMIND,0,0,0,0,0.0,,
KICL,2,1,1,6059,6.06,"1001.8499755859375, 2610.550048828125","1515.1500244140625, 1967.3499755859375"
KIMS,0,0,0,0,0.0,,
KINGFA,0,0,0,0,0.0,,
KIOCL,1,0,1,-6120,-6.12,250.0,197.9499969482422
KIRLOSBROS,2,0,2,-13046,-13.05,"252.3000030517578, 429.75","228.0500030517578, 265.0"
KIRLOSENG,1,0,1,-15763,-15.76,332.5,155.4499969482422
KIRLOSIND,2,0,2,-13576,-13.58,"360.3999938964844, 1683.949951171875","276.45001220703125, 1306.25"
KKCL,1,0,1,-2081,-2.08,117.5199966430664,116.68000030517578
KNRCON,2,2,0,97976,97.98,"28.354999542236328, 162.1999969482422","108.19999694824219, 233.0500030517578"
KOLTEPATIL,3,0,3,-31131,-31.13,"88.94999694824219, 365.45001220703125, 316.6499938964844","61.75, 216.60000610351562, 217.4499969482422"
KOTAKBANK,1,0,1,-5505,-5.51,232.125,192.625
KPITTECH,0,0,0,0,0.0,,
KPRMILL,2,0,2,-19562,-19.56,"22.7450008392334, 15.704999923706055","14.324999809265137, 11.65999984741211"
KRBL,3,1,2,253361,253.36,"25.350000381469727, 34.04999923706055, 367.54998779296875","21.350000381469727, 337.25, 321.25"
KSB,1,0,1,-6510,-6.51,284.9750061035156,230.8000030517578
KSCL,2,1,1,177328,177.33,"67.4800033569336, 730.0999755859375","490.95001220703125, 520.9500122070312"
KSL,2,1,1,3052,3.05,"103.0999984741211, 372.5","133.3000030517578, 291.29998779296875"
KTKBANK,0,0,0,0,0.0,,
L&TFH,1,1,0,6103,6.1,99.47569274902344,120.54277801513672
LALPATHLAB,1,1,0,30528,30.53,1244.25,2516.25
LAOPALA,2,1,1,1118972,1118.97,"5.994999885559082, 279.04998779296875","223.64999389648438, 265.95001220703125"
LAURUSLABS,1,1,0,17888,17.89,287.1499938964844,464.70001220703125
LAXMIMACH,4,3,1,8980,8.98,"2675.949951171875, 2768.0, 5055.5498046875, 8171.7998046875","1969.25, 3525.39990234375, 5761.0498046875, 9982.2998046875"
LEMONTREE,0,0,0,0,0.0,,
LGBBROSLTD,2,2,0,3015,3.02,"212.25, 376.9750061035156","219.6750030517578, 396.5"
LICHSGFIN,2,0,2,-10752,-10.75,"62.130001068115234, 436.0","39.029998779296875, 421.8500061035156"
LINDEINDIA,1,0,1,-5355,-5.36,518.7999877929688,425.0
LODHA,0,0,0,0,0.0,,
LT,2,1,1,-3155,-3.15,"912.5111083984375, 1216.550048828125","729.3777465820312, 1328.25"
LTIM,0,0,0,0,0.0,,
LTTS,0,0,0,0,0.0,,
LUMAXIND,1,1,0,5253,5.25,289.8999938964844,345.54998779296875
LUMAXTECH,2,0,2,-8122,-8.12,"28.989999771118164, 74.66999816894531","28.729999542236328, 56.2400016784668"
LUPIN,0,0,0,0,0.0,,
LUXIND,1,0,1,-8399,-8.4,3105.85009765625,2190.949951171875
LXCHEM,0,0,0,0,0.0,,
M&M,1,1,0,9280,9.28,263.07501220703125,340.8999938964844
M&MFIN,1,1,0,13193,13.19,50.95850372314453,74.41355895996094
MAHABANK,2,0,2,-16027,-16.03,"77.6500015258789, 24.299999237060547","57.599998474121094, 17.799999237060547"
MAHLIFE,1,0,1,-6066,-6.07,181.6999969482422,145.6666717529297
MAHLOG,1,0,1,-10058,-10.06,648.1500244140625,403.3500061035156
MAHSCOOTER,1,0,1,-6196,-6.2,411.20001220703125,333.8500061035156
MAHSEAMLES,2,1,1,1129,1.13,"209.0500030517578, 193.77499389648438","172.39999389648438, 225.5749969482422"
MAITHANALL,2,1,1,154945,154.94,"91.0, 1011.4000244140625","578.2999877929688, 795.7999877929688"
MANAPPURAM,0,0,0,0,0.0,,
MANGLMCEM,1,0,1,-7864,-7.86,437.45001220703125,325.8999938964844
MANINDS,2,0,2,-24975,-24.98,"133.1999969482422, 133.1999969482422","75.05000305175781, 80.0"
MANINFRA,1,1,0,19996,20.0,44.666664123535156,74.19999694824219
MARATHON,0,0,0,0,0.0,,
MARICO,0,0,0,0,0.0,,
MARKSANS,2,2,0,283048,283.05,"6.25, 55.400001525878906","64.25, 56.099998474121094"
MARUTI,1,0,1,-5681,-5.68,1557.3499755859375,1252.8499755859375
MASFIN,0,0,0,0,0.0,,
MASTEK,2,1,1,21354,21.35,"479.6499938964844, 1132.449951171875","411.45001220703125, 2145.0"
MAXHEALTH,0,0,0,0,0.0,,
MAYURUNIQ,1,0,1,-6838,-6.84,463.1499938964844,357.95001220703125
MAZDOCK,0,0,0,0,0.0,,
MBAPL,1,0,1,-7239,-7.24,19.725000381469727,14.962499618530273
MCDOWELL-N,2,1,1,5196,5.2,"433.55999755859375, 947.3499755859375","598.2899780273438, 768.6500244140625"
MCX,0,0,0,0,0.0,,
METROPOLIS,0,0,0,0,0.0,,
MFSL,1,0,1,-5172,-5.17,242.10000610351562,200.0
MGL,0,0,0,0,0.0,,
MHRIL,0,0,0,0,0.0,,
MIDHANI,0,0,0,0,0.0,,
MINDACORP,0,0,0,0,0.0,,
MMFL,4,2,2,24433,24.43,"71.9000015258789, 112.375, 587.0499877929688, 725.3499755859375","50.150001525878906, 235.0500030517578, 501.3500061035156, 869.9500122070312"
MMTC,1,0,1,-6475,-6.47,50.45000076293945,39.20000076293945
MOIL,0,0,0,0,0.0,,
MOLDTKPAC,1,1,0,28629,28.63,445.54998779296875,869.9500122070312
MOREPENLAB,2,1,1,40964,40.96,"7.349999904632568, 65.4000015258789","20.350000381469727, 40.349998474121094"
MOTHERSON,2,1,1,1531,1.53,"7.577210903167725, 96.04252624511719","9.536276817321777, 78.76666259765625"
MOTILALOFS,3,1,2,-18030,-18.03,"205.0500030517578, 943.0999755859375, 1788.4000244140625","267.1499938964844, 766.5, 554.9249877929688"
MPHASIS,2,1,1,3976,3.98,"675.5999755859375, 1531.3499755859375","431.5, 2294.050048828125"
MPSLTD,1,1,0,142378,142.38,116.30000305175781,656.2000122070312
MRF,1,0,1,-4853,-4.85,7329.5498046875,6059.2001953125
MRPL,2,0,2,-18420,-18.42,"70.5, 81.1500015258789","55.400001525878906, 49.849998474121094"
MSTCLTD,0,0,0,0,0.0,,
MTARTECH,0,0,0,0,0.0,,
MTNL,1,0,1,-3679,-3.68,21.200000762939453,18.850000381469727
MUKANDLTD,2,0,2,-16661,-16.66,"49.29999923706055, 143.0","35.20000076293945, 105.9000015258789"
MUTHOOTFIN,0,0,0,0,0.0,,
NAM-INDIA,0,0,0,0,0.0,,
NATCOPHARM,1,1,0,4763,4.76,39.06999969482422,46.45000076293945
NATIONALUM,2,0,2,-9514,-9.51,"67.55000305175781, 96.9000015258789","66.44999694824219, 68.80000305175781"
NAUKRI,1,0,1,-1365,-1.37,318.1000061035156,283.67498779296875
NAVA,1,1,0,1040,1.04,125.25,129.85000610351562
NAVINFLUOR,1,1,0,123823,123.82,122.05999755859375,630.1500244140625
NAVNETEDUL,2,2,0,7412,7.41,"50.400001525878906, 75.5","54.04999923706055, 89.4000015258789"
NAZARA,0,0,0,0,0.0,,
NBCC,0,0,0,0,0.0,,
NCC,1,0,1,-691,-0.69,67.1500015258789,64.4000015258789
NEOGEN,0,0,0,0,0.0,,
NESCO,0,0,0,0,0.0,,
NEULANDLAB,2,1,1,95454,95.45,"224.7710723876953, 1289.25","981.7999877929688, 1062.75"
NEWGEN,1,0,1,-9712,-9.71,284.875,194.27499389648438
NFL,2,0,2,-17828,-17.83,"77.5999984741211, 65.9000015258789","54.349998474121094, 45.25"
NH,0,0,0,0,0.0,,
NHPC,1,0,1,-8066,-8.07,26.399999618530273,19.450000762939453
NIACL,0,0,0,0,0.0,,
NILKAMAL,3,1,2,85996,86.0,"375.5, 354.54998779296875, 2224.300048828125","251.14999389648438, 1519.8499755859375, 1952.199951171875"
NLCINDIA,1,0,1,-5400,-5.4,100.0,83.75
NMDC,1,0,1,-9187,-9.19,140.0082244873047,96.92581176757812
NOCIL,2,1,1,477,0.48,"33.79999923706055, 276.70001220703125","38.849998474121094, 236.35000610351562"
NRBBEARING,3,2,1,1304,1.3,"57.75, 96.75, 158.8000030517578","45.04999923706055, 118.5, 169.0"
NTPC,0,0,0,0,0.0,,
NUCLEUS,1,1,0,6056,6.06,139.8000030517578,169.10000610351562
OBEROIRLTY,1,0,1,-4219,-4.22,964.2000122070312,820.9500122070312
OFSS,2,0,2,-7284,-7.28,"2261.39990234375, 4235.2001953125","2048.050048828125, 3389.550048828125"
OIL,1,0,1,-5514,-5.51,222.9499969482422,174.4499969482422
OLECTRA,1,0,1,-11171,-11.17,824.0499877929688,499.8999938964844
ONGC,1,0,1,-4920,-4.92,160.4499969482422,126.80000305175781
OPTIEMUS,1,0,1,-8691,-8.69,306.20001220703125,230.14999389648438
ORCHPHARMA,2,1,1,60997,61.0,"303.8500061035156, 123.25","206.4499969482422, 424.70001220703125"
ORIENTCEM,1,0,1,-8281,-8.28,158.9499969482422,116.1500015258789
ORIENTELEC,0,0,0,0,0.0,,
ORIENTHOT,1,0,1,-6717,-6.72,39.525001525878906,29.049999237060547
ORISSAMINE,1,1,0,2877,2.88,2124.75,2295.39990234375
PAGEIND,0,0,0,0,0.0,,
PAISALO,1,0,1,-4754,-4.75,15.109999656677246,13.082500457763672
PANAMAPET,2,1,1,-1070,-1.07,"26.488887786865234, 267.95001220703125","25.55555534362793, 278.8999938964844"
PARACABLES,0,0,0,0,0.0,,
PARAGMILK,0,0,0,0,0.0,,
PATANJALI,1,0,1,-5820,-5.82,13210.0,10325.0
PATELENG,1,0,1,-11423,-11.42,29.03362274169922,18.157390594482422
PCBL,2,0,2,-11724,-11.72,"13.15999984741211, 133.60000610351562","10.694999694824219, 104.75"
PCJEWELLER,0,0,0,0,0.0,,
PDSL,1,0,1,-6270,-6.27,65.0,49.400001525878906
PEL,1,0,1,-2176,-2.18,316.34033203125,292.99749755859375
PENIND,1,0,1,-5069,-5.07,60.29999923706055,49.95000076293945
PENINLAND,0,0,0,0,0.0,,
PERSISTENT,2,2,0,73287,73.29,"129.9875030517578, 758.5750122070312","300.1499938964844, 1620.5999755859375"
PETRONET,1,1,0,8787,8.79,52.974998474121094,69.2750015258789
PFC,2,0,2,-9037,-9.04,"103.33999633789062, 116.77999877929688","98.08000183105469, 89.66000366210938"
PFIZER,3,3,0,17189,17.19,"951.5499877929688, 1663.050048828125, 3621.300048828125","1171.199951171875, 1840.3499755859375, 4529.75"
PFOCUS,0,0,0,0,0.0,,
PFS,1,1,0,7828,7.83,32.54999923706055,40.54999923706055
PGEL,0,0,0,0,0.0,,
PGHH,1,1,0,4300,4.3,1435.550048828125,1669.699951171875
PGHL,2,1,1,-238,-0.24,"614.5499877929688, 740.4500122070312","582.7000122070312, 772.75"
PGIL,1,1,0,21081,21.08,56.525001525878906,97.375
PHOENIXLTD,2,1,1,-3646,-3.65,"271.45001220703125, 487.3999938964844","189.5500030517578, 570.2999877929688"
PIDILITIND,1,1,0,1397,1.4,136.0,144.25
PIIND,0,0,0,0,0.0,,
PILANIINVS,0,0,0,0,0.0,,
PITTIENG,2,0,2,-20329,-20.33,"65.75, 106.44999694824219","44.0, 64.5999984741211"
