ticker,buy_date,buy_price,sell_date,sell_price,profit,profit_percent
,2010-08-01,3315.10009765625,2011-12-01,3544.050048828125,2149.200439453125,64.15523699860076
,2014-09-01,6297.14990234375,2016-12-01,11123.099609375,19399.6015625,305.50553641732284
,2010-04-01,14.706250190734863,2011-08-01,14.118749618530273,-1223.4007778167725,-8311.85241828805
,2012-12-01,26.056249618530273,2016-02-01,115.4625015258789,103877.75,395724.7619047619
,2020-02-01,173.2375030517578,2020-03-01,125.57499694824219,-8390.5,-4780.911680911681
,2014-10-01,1061.059814453125,2015-09-01,962.103271484375,-2623.347412109375,-247.39717063844364
,2022-02-01,268.3999938964844,2023-01-01,256.6499938964844,-1159.9479675292969,-432.17138372091836
,2015-02-01,1673.449951171875,2015-08-01,1334.8499755859375,-6103.0,-363.2738095238095
,2021-07-01,2394.10009765625,2023-01-01,1968.300048828125,-4746.0,-198.16283924843424
,2010-07-01,112.30000305175781,2011-02-01,95.9000015258789,-4699.199592590332,-4098.734871389971
,2015-02-01,37.849998474121094,2016-02-01,35.349998474121094,-1742.4006042480469,-4585.264748021175
,2010-06-01,82.57693481445312,2011-08-01,81.15148162841797,-353.3068542480469,-430.20737423727917
,2014-09-01,72.14656829833984,2015-06-01,49.504276275634766,-9186.655960083008,-12779.478281283797
,2018-02-01,110.91464233398438,2020-03-01,137.60000610351562,7569.545745849609,6824.6586623399235
,2014-04-01,188.1999969482422,2015-11-01,268.0,12847.200485229492,6826.355310070842
,2017-11-01,398.0,2018-09-01,328.8999938964844,-5467.499542236328,-1363.8063420993917
,2021-01-01,509.70001220703125,2023-01-01,612.6500244140625,6536.6007080078125,1270.970418657509
,2021-01-01,316.6000061035156,2022-01-01,315.20001220703125,-61.09942626953125,-19.240884464894357
,2010-09-01,36.494998931884766,2011-06-01,22.30500030517578,-11129.880752563477,-30924.924238674328
,2014-06-01,24.1200008392334,2018-09-01,198.6999969482422,222012.230758667,910259.2714819544
,2021-04-01,304.20001220703125,2021-09-01,227.60000610351562,-7325.5,-2417.656765676568
,2010-07-01,33.8677978515625,2011-12-01,34.04728698730469,-268.8145637512207,-797.2926064785057
,2014-09-01,98.49689483642578,2015-08-01,72.6507797241211,-7613.781494140625,-7828.735447425595
,2017-11-01,141.6842041015625,2018-05-01,94.2168197631836,-10499.210739135742,-7337.360063102832
,2021-04-01,153.14999389648438,2022-06-01,203.3000030517578,10412.998809814453,6873.266541131652
,2013-11-01,419.3999938964844,2015-11-01,878.0,33423.25,7878.196817913966
,2010-05-01,16.288888931274414,2017-05-01,1046.5333251953125,1895984.5335674286,11751970.342009287
,2021-10-01,328.95001220703125,2022-06-01,230.39999389648438,-10487.75,-3036.8466236124486
,2010-07-01,865.5999755859375,2011-11-01,809.3499755859375,-2143.6995849609375,-241.4076109190245
,2010-11-01,33.45622253417969,2011-04-01,11.399999618530273,-19473.342041015625,-58772.11761516087
,2014-03-01,17.850000381469727,2016-01-01,39.45000076293945,36791.99935913086,206117.63906361043
,2018-01-01,65.0999984741211,2018-06-01,39.54999923706055,-11707.000350952148,-17941.76298996498
,2020-06-01,81.0,2022-01-01,99.0999984741211,6696.999435424805,8217.177221380129
,2010-09-01,110.0999984741211,2011-02-01,60.0,-15218.399169921875,-13124.967288024225
,2021-12-01,814.2999877929688,2023-03-01,676.7999877929688,-4896.0,-597.0731707317074
,2020-03-01,2325.85009765625,2022-05-01,3149.050048828125,9408.6005859375,397.8350823566211
,2014-08-01,29.806249618530273,2016-02-01,34.17499923706055,4910.537883758545,16440.38651257131
,2010-10-01,140.10000610351562,2013-07-01,167.5,5970.598693847656,4234.467158757203
,2021-04-01,309.04998779296875,2022-03-01,299.25,-543.2005920410156,-178.39099902824816
,2014-11-01,217.9499969482422,2016-02-01,189.10000610351562,-3401.0245819091797,-1561.3564235317324
,2019-12-01,440.29998779296875,2020-03-01,329.95001220703125,-7299.8004150390625,-1657.726879495729
,2017-07-01,26.692760467529297,2018-03-01,19.60413932800293,-7535.331113815308,-28053.017126634048
,2021-02-01,49.54999923706055,2022-05-01,53.650001525878906,1210.0,2326.923076923077
,2010-08-01,204.25,2011-10-01,180.0500030517578,-2460.1008911132812,-1201.2211203393174
,2014-07-01,340.0,2018-05-01,705.5,32212.39892578125,9514.813199603448
,2021-10-01,392.1499938964844,2023-01-01,417.1000061035156,1786.0,447.11476916273887
,2010-02-01,341.5,2016-09-01,1313.4000244140625,86269.19787597656,25261.84418037381
,2010-06-01,64.9000015258789,2011-01-01,51.20000076293945,-6144.601409912109,-9556.144818478559
,2017-08-01,253.39999389648438,2018-09-01,212.25,-5310.0,-2074.21875
,2010-11-01,19.924598693847656,2012-06-01,27.31092071533203,11144.20166015625,55520.228665257775
,2021-12-01,120.75,2022-07-01,92.3499984741211,-6956.4007568359375,-5760.99441559912
,2010-10-01,108.15283203125,2011-08-01,67.89727783203125,-11191.624626159668,-10333.885773931921
,2014-11-01,126.94999694824219,2018-10-01,279.79998779296875,36355.797119140625,28853.807237413195
,2021-08-01,357.95001220703125,2023-02-01,481.8500061035156,10043.0,2789.722222222222
,2021-01-01,117.0,2021-11-01,90.9000015258789,-6336.0,-5438.62660944206
,2021-11-01,170.4499969482422,2022-05-01,129.0500030517578,-7339.2021484375,-4283.164217691218
,2014-08-01,85.5,2016-04-01,90.80000305175781,1925.0,2254.9784702721736
,2010-06-01,31.825000762939453,2011-02-01,23.375,-7889.25,-24946.245059288536
,2014-11-01,52.400001525878906,2016-09-01,79.5999984741211,15243.800872802734,29035.811186290925
,2014-07-01,62.70000076293945,2018-09-01,522.7999877929688,220573.11130523682,369469.19344457384
,2020-10-01,1142.550048828125,2023-01-01,1381.949951171875,6663.80126953125,584.7491586778058
,2010-09-01,16.12800407409668,2011-11-01,12.519002914428711,-6202.168807983398,-38922.88929904515
,2009-11-01,923.25,2012-11-01,1522.5999755859375,18702.3984375,2011.0105846774193
,2018-09-01,1563.8499755859375,2021-03-01,3009.300048828125,28024.049072265625,1790.6167980538012
,2010-07-01,108.1500015258789,2011-12-01,134.39999389648438,6925.0,6295.454545454545
,2014-09-01,231.88650512695312,2015-06-01,146.9346466064453,-10212.591201782227,-4460.169869566701
,2010-04-01,95.2249984741211,2011-02-01,84.94999694824219,-2779.874038696289,-2919.2691869160426
,2013-11-01,146.77499389648438,2016-11-01,740.7999877929688,121767.60498046875,82275.40877058699
,2021-04-01,980.8499755859375,2021-08-01,727.2999877929688,-7521.0003662109375,-767.6840127079219
,2014-12-01,708.5499877929688,2016-01-01,585.4500122070312,-4998.0,-705.9322033898305
,2017-11-01,1438.5999755859375,2019-01-01,1125.25,-7060.0,-481.5825375170532
